Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver,race_number
0,107409,1.0,27705,34767,44937,0,4.0,1,6.0,0,0,0,35803.0,0,0,1,1,0,0,0,0,1,0,0,HAM,7
1,128904,2.0,34875,47313,46716,1,4.0,0,4.0,0,0,0,42968.0,1,0,0,1,0,0,0,0,1,0,0,HAM,7
2,124438,3.0,38937,40386,45115,1,5.0,0,4.0,0,0,0,41479.333333333336,0,0,1,1,0,0,0,0,1,0,0,HAM,7
3,124395,4.0,35555,39108,49732,1,6.0,0,4.0,0,0,0,41465.0,0,0,1,1,0,0,0,0,1,0,0,HAM,7
4,78160,5.0,22118,24950,31092,1,7.0,0,4.0,0,0,0,26053.33333333333,0,0,1,1,0,0,0,0,1,0,0,HAM,7
5,77029,6.0,21224,24976,30829,1,8.0,0,4.0,0,0,0,25676.33333333333,0,0,1,1,0,0,0,0,1,0,0,HAM,7
6,76290,7.0,21128,24538,30624,1,9.0,0,4.0,0,0,0,25430.0,0,0,1,1,0,0,0,0,1,0,0,HAM,7
7,76547,8.0,21179,24575,30793,0,10.0,0,4.0,0,0,0,25515.666666666668,0,0,1,1,0,0,0,0,1,0,0,HAM,7
8,76631,9.0,21161,24617,30853,0,11.0,0,4.0,0,0,0,25543.666666666668,0,0,1,1,0,0,0,0,1,0,0,HAM,7
9,76411,10.0,21185,24478,30748,0,12.0,0,4.0,0,0,0,25470.33333333333,0,0,1,1,0,0,0,0,1,0,0,HAM,7
10,76831,11.0,21334,24588,30909,0,13.0,0,4.0,0,0,0,25610.33333333333,0,0,1,1,0,0,0,0,1,0,0,HAM,7
11,76466,12.0,21066,24379,31021,0,14.0,0,4.0,0,0,0,25488.666666666668,0,0,1,1,0,0,0,0,1,0,0,HAM,7
12,76556,13.0,21151,24455,30950,0,15.0,0,4.0,0,0,0,25518.666666666668,0,0,1,1,0,0,0,0,1,0,0,HAM,7
