Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver_1,driver_2,race_bit_0,race_bit_1,race_bit_2,race_bit_3,race_bit_4
0,165811,1.0,70355,64028,31428,0,1.0,1,8.0,0,0,1,55270.333333333336,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
1,137309,2.0,35195,62882,39232,1,2.0,1,8.0,0,0,0,45769.66666666666,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
2,106997,3.0,29047,49796,28154,1,3.0,1,8.0,0,0,0,35665.666666666664,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
3,103309,4.0,27750,48178,27381,1,4.0,1,8.0,0,0,0,34436.333333333336,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
4,101762,5.0,27032,47489,27241,1,5.0,1,8.0,0,0,0,33920.666666666664,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
5,101114,6.0,27014,47137,26963,1,6.0,1,8.0,0,0,0,33704.666666666664,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
6,100478,7.0,27528,46467,26483,1,7.0,1,8.0,0,0,0,33492.666666666664,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
7,99745,8.0,27139,46311,26295,1,8.0,1,8.0,0,0,0,33248.333333333336,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
8,97546,9.0,25786,45552,26208,1,9.0,1,8.0,0,0,0,32515.33333333333,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
9,97380,10.0,25732,45404,26244,1,10.0,1,8.0,0,0,0,32460.0,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
10,96138,11.0,25507,44441,26190,1,11.0,1,8.0,0,0,0,32046.0,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
11,96562,12.0,25506,44560,26496,0,12.0,1,8.0,0,0,0,32187.33333333333,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
12,96750,13.0,25884,44457,26409,0,13.0,1,8.0,1,0,0,32250.0,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
13,94827,14.0,25322,43066,26439,1,14.0,1,8.0,0,0,0,31609.0,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
14,110385,15.0,25394,42766,42225,0,15.0,1,9.0,0,1,0,36795.0,0,1,0,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
15,92152,16.0,27172,39875,25105,0,16.0,1,9.0,0,0,1,30717.33333333333,0,0,1,0,0,0,1,0,1,0,0,1.0,0.0,0,0,1,1,1
