Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver_1,driver_2,race_bit_0,race_bit_1,race_bit_2,race_bit_3,race_bit_4
0,86376,1.0,28758,33216,24402,0,4.0,0,4.0,0,0,0,28792.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
1,81678,2.0,24411,32621,24646,1,5.0,0,4.0,0,0,0,27226.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
2,80839,3.0,24050,32499,24290,1,6.0,0,4.0,0,0,0,26946.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
3,80962,4.0,24207,32537,24217,0,7.0,0,4.0,0,0,0,26987.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
4,80755,5.0,24148,32390,24217,1,8.0,0,4.0,0,0,0,26918.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
5,80705,6.0,24086,32368,24251,1,9.0,0,4.0,0,0,0,26901.666666666668,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
6,80488,7.0,23663,32592,24233,1,10.0,0,4.0,0,0,0,26829.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
7,80478,8.0,23773,32503,24201,1,11.0,0,3.0,0,0,0,26825.666666666668,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
8,80812,9.0,24098,32436,24278,0,12.0,0,3.0,0,0,0,26937.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
9,80710,10.0,24093,32302,24315,0,13.0,0,3.0,0,0,0,26903.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
