Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2019-10-13 05:13:33.764,0 days 00:33:33.441000,,0.06666666666666667,0 days 00:00:00,11675,0,1,13,True,1,interpolation,-0.001728439052278281,-2.1412316346769526e-08,OffTrack,5.217289538445663e-08,4.428966681477797e-08,-1.9579184118386868e-09
2019-10-13 05:13:33.818,0 days 00:33:33.495000,,0.06666666666666667,0 days 00:00:00.054000,11688,0,1,13,True,1,car,0.0,0.0,OffTrack,4.129127954584986e-08,3.5052243122898965e-08,-1.5495585567076458e-09
2019-10-13 05:13:33.894,0 days 00:33:33.571000,,0.06666666666666667,0 days 00:00:00.130000,11289,0,1,13,True,1,pos,0.004049843394234668,5.017042851347593e-08,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:34.058,0 days 00:33:33.735000,99,0.06666666666666667,0 days 00:00:00.294000,10890,0,1,13,False,1,car,0.0,0.0,OffTrack,-1.8076494009135966e-07,-1.534516899904462e-07,6.783656567491005e-09
2019-10-13 05:13:34.194,0 days 00:33:33.871000,99,0.1,0 days 00:00:00.430000,10050,0,1,13,False,1,pos,-0.046096066708460906,-5.7104909855071e-07,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:34.298,0 days 00:33:33.975000,44,0.13333333333333333,0 days 00:00:00.534000,9210,1,1,13,False,1,car,0.06666666666666668,8.258826104222244e-07,OffTrack,5.620099204890901e-07,4.770912547912239e-07,-2.109082815613505e-08
2019-10-13 05:13:34.494,0 days 00:33:34.171000,44,0.09999999999999999,0 days 00:00:00.730000,8370,9,1,13,False,1,pos,0.9258830199219676,1.1470060281581502e-05,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:34.538,0 days 00:33:34.215000,8,0.06666666666666665,0 days 00:00:00.774000,7530,17,1,13,False,1,car,1.2,1.4865886987600034e-05,OffTrack,-1.1209856629025414e-06,-9.516067902355243e-07,4.2067791189866696e-08
2019-10-13 05:13:34.777,0 days 00:33:34.454000,10,0.0011111111111112848,0 days 00:00:01.013000,5850,28,1,14,False,1,car,3.058888888888888,3.7894247108206374e-05,OffTrack,-1.922973699043294e-06,-1.6324159086172146e-06,7.216439845046615e-08
2019-10-13 05:13:34.794,0 days 00:33:34.471000,10,0.0344444444444445,0 days 00:00:01.030000,5271,31,1,19,False,1,pos,3.208909127983782,3.9752733708404235e-05,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:35.017,0 days 00:33:34.694000,7,0.06777777777777771,0 days 00:00:01.253000,4692,35,1,25,False,1,car,5.392222222222221,6.680013847298422e-05,OffTrack,3.515577583029905e-05,2.984380273828627e-05,-1.319308431579255e-06
2019-10-13 05:13:35.094,0 days 00:33:34.771000,7,0.24458333333333204,0 days 00:00:01.330000,5162,39,1,27,False,1,pos,6.264349003605574,7.760425361540445e-05,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:35.218,0 days 00:33:34.895000,18,0.42138888888888637,0 days 00:00:01.454000,5633,43,1,29,False,1,car,7.793055555555556,9.654223598081459e-05,OffTrack,-0.00014082414051222027,-0.000119545871794224,5.284778149812588e-06
2019-10-13 05:13:35.394,0 days 00:33:35.071000,18,0.4165277777777767,0 days 00:00:01.630000,6053,47,1,33,False,1,pos,10.206230802295593,0.000126437228063574,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:35.458,0 days 00:33:35.135000,4,0.41166666666666707,0 days 00:00:01.694000,6473,51,1,37,False,1,car,11.193055555555556,0.00013866224911234803,OffTrack,0.0003480124103069468,0.0002954283749506919,-1.3060036263414433e-05
2019-10-13 05:13:35.694,0 days 00:33:35.371000,4,0.2450000000000001,0 days 00:00:01.930000,7800,60,1,45,False,1,pos,15.434490420228892,0.00019120615858193176,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:35.858,0 days 00:33:35.535000,4,0.07833333333333314,0 days 00:00:02.094000,9127,69,1,53,False,1,car,18.85972222222222,0.00023363874931090376,OffTrack,-0.006926380463748186,-0.0058798171102305095,0.0002599297535135944
2019-10-13 05:13:35.994,0 days 00:33:35.671000,4,0.4395833333333332,0 days 00:00:02.230000,9967,76,1,60,False,1,pos,21.958824612837216,0.0002720311708958067,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:36.098,0 days 00:33:35.775000,11,0.8008333333333333,0 days 00:00:02.334000,10807,84,1,67,False,1,car,24.459722222222226,0.0003030128885863707,OffTrack,0.02192654253123352,0.018613482267992115,-0.0008228483585876659
2019-10-13 05:13:36.195,0 days 00:33:35.872000,11,0.7341666666666651,0 days 00:00:02.431000,11548,88,1,71,False,1,pos,26.877627778067804,0.00033296648086961287,OffTrack,0.0,0.0,0.0
2019-10-13 05:13:36.338,0 days 00:33:36.015000,11,0.6674999999999969,0 days 00:00:02.574000,12290,93,1,76,False,1,car,30.65972222222222,0.00037981997135563746,OffTrack,-0.19812109196541708,-0.16818535922663158,0.007434989583657278
2019-10-13 05:13:36.495,0 days 00:33:36.172000,11,0.5174999999999983,0 days 00:00:02.731000,11585,100,1,76,False,1,pos,35.231814295144254,0.00043646014139977145,OffTrack,0.0,0.0,0.0
