,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad
0,100317,1.0,27315,39998,33004,0,4.0,0,1.0,0,0,0,33439.0,0,0,1,0,1,0,0,0,1,0,0
1,101436,2.0,27543,40606,33287,1,5.0,0,1.0,0,0,0,33812.0,0,0,1,0,1,0,0,0,1,0,0
2,100986,3.0,27311,40672,33003,1,6.0,0,1.0,0,0,0,33662.0,0,0,1,0,1,0,0,0,1,0,0
3,100789,4.0,27133,40565,33091,1,7.0,0,1.0,0,0,0,33596.333333333336,0,0,1,0,1,0,0,0,1,0,0
4,100429,5.0,27139,40163,33127,1,8.0,0,1.0,0,0,0,33476.333333333336,0,0,1,0,1,0,0,0,1,0,0
5,100847,6.0,27167,40383,33297,0,9.0,0,1.0,0,0,0,33615.666666666664,0,0,1,0,1,0,0,0,1,0,0
6,101578,7.0,27349,40774,33455,0,10.0,0,1.0,0,0,0,33859.333333333336,0,0,1,0,1,0,0,0,1,0,0
7,101390,8.0,27464,40484,33442,0,11.0,0,1.0,0,0,0,33796.666666666664,0,0,1,0,1,0,0,0,1,0,0
8,102044,9.0,27335,41375,33334,0,12.0,0,1.0,0,0,0,34014.666666666664,0,0,1,0,1,0,0,0,1,0,0
9,100988,10.0,27403,40425,33160,0,13.0,0,1.0,0,0,0,33662.666666666664,0,0,1,0,1,0,0,0,1,0,0
10,101535,11.0,27367,40898,33270,0,14.0,0,1.0,0,0,0,33845.0,0,0,1,0,1,0,0,0,1,0,0
11,101354,12.0,27344,40806,33204,0,15.0,0,1.0,0,0,0,33784.666666666664,0,0,1,0,1,0,0,0,1,0,0
12,101069,13.0,27426,40641,33002,0,16.0,0,1.0,0,0,0,33689.666666666664,0,0,1,0,1,0,0,0,1,0,0
13,101054,14.0,27283,40545,33226,0,17.0,0,1.0,0,1,0,33684.666666666664,0,0,1,0,1,0,0,0,1,0,0
14,119238,15.0,47628,39067,32543,0,1.0,1,3.0,0,0,1,39746.0,0,1,0,0,0,1,0,0,1,0,0
15,99201,16.0,26856,39689,32656,1,2.0,1,2.0,0,0,0,33067.0,1,0,0,0,0,1,0,0,1,0,0
16,98943,17.0,26848,39788,32307,1,3.0,1,2.0,0,0,0,32981.0,0,0,1,0,0,1,0,0,1,0,0
17,98969,18.0,26758,39910,32301,0,4.0,1,2.0,0,0,0,32989.666666666664,0,0,1,0,0,1,0,0,1,0,0
18,98916,19.0,26729,39732,32455,1,5.0,1,2.0,0,0,0,32972.0,0,0,1,0,0,1,0,0,1,0,0
19,100135,20.0,26943,40400,32792,0,6.0,1,2.0,0,0,0,33378.333333333336,0,0,1,0,0,1,0,0,0,1,0
20,99927,21.0,26753,40313,32861,0,7.0,1,2.0,0,0,0,33309.0,0,0,1,0,0,1,0,0,0,1,0
21,100284,22.0,26983,40417,32884,0,8.0,1,2.0,0,0,0,33428.0,0,0,1,0,0,1,0,0,0,1,0
22,100401,23.0,26858,40297,33246,0,9.0,1,2.0,0,0,0,33467.0,0,0,1,0,0,1,0,0,0,1,0
23,100454,24.0,27355,40203,32896,0,10.0,1,1.0,0,0,0,33484.666666666664,1,0,0,0,0,1,0,0,0,1,0
24,100094,25.0,26957,40236,32901,0,11.0,1,1.0,0,0,0,33364.666666666664,0,0,1,0,0,1,0,0,0,1,0
25,100136,26.0,27017,40289,32830,0,12.0,1,1.0,0,0,0,33378.666666666664,0,0,1,0,0,1,0,0,0,1,0
26,99770,27.0,26917,40247,32606,0,13.0,1,1.0,0,0,0,33256.666666666664,0,0,1,0,0,1,0,0,0,1,0
27,99957,28.0,26954,40223,32780,0,14.0,1,1.0,0,0,0,33319.0,0,0,1,0,0,1,0,0,0,1,0
28,99618,29.0,26990,39924,32704,0,15.0,1,1.0,0,0,0,33206.0,0,0,1,0,0,1,0,0,0,1,0
29,100311,30.0,27042,40416,32853,0,16.0,1,1.0,0,0,0,33437.0,0,0,1,0,0,1,0,0,0,1,0
30,100312,31.0,26886,40487,32939,0,17.0,1,1.0,0,0,0,33437.333333333336,0,0,1,0,0,1,0,0,0,1,0
31,100325,32.0,26951,40386,32988,0,18.0,1,1.0,0,0,0,33441.666666666664,0,0,1,0,0,1,0,0,0,1,0
32,101418,33.0,27322,40430,33666,0,19.0,1,1.0,0,0,0,33806.0,0,0,1,0,0,1,0,0,0,1,0
33,101179,34.0,27499,40367,33313,0,20.0,1,1.0,0,0,0,33726.333333333336,0,0,1,0,0,1,0,0,0,1,0
34,100319,35.0,26978,40191,33150,0,21.0,1,1.0,0,1,0,33439.666666666664,0,0,1,0,0,1,0,0,0,1,0
35,119268,36.0,47346,39789,32133,0,1.0,1,2.0,0,0,1,39756.0,0,1,0,0,1,0,0,0,0,1,0
36,96957,37.0,26121,39109,31727,1,2.0,1,2.0,0,0,0,32319.0,0,0,1,0,1,0,0,0,0,1,0
37,98668,38.0,26715,39512,32441,0,3.0,1,2.0,0,0,0,32889.333333333336,0,0,1,0,1,0,0,0,0,0,1
38,99578,39.0,26717,39827,33034,0,4.0,1,2.0,0,0,0,33192.666666666664,0,0,1,0,1,0,0,0,0,0,1
39,98106,40.0,26732,39176,32198,0,5.0,1,2.0,0,0,0,32702.0,0,0,1,0,1,0,0,0,0,0,1
