Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver,race_number
0,104359,1.0,27155,31141,46063,0,4.0,1,5.0,0,0,0,34786.333333333336,0,0,1,1,0,0,0,0,1,0,0,VER,7
1,129652,2.0,34755,49153,45745,1,4.0,0,3.0,0,0,0,43217.66666666666,1,0,0,1,0,0,0,0,1,0,0,VER,7
2,125289,3.0,37677,41867,45745,1,5.0,0,3.0,0,0,0,41763.0,0,0,1,1,0,0,0,0,1,0,0,VER,7
3,125310,4.0,35238,39117,50955,0,6.0,0,3.0,0,0,0,41770.0,0,0,1,1,0,0,0,0,1,0,0,VER,7
4,77736,5.0,21965,24987,30784,1,7.0,0,3.0,0,0,0,25912.0,0,0,1,1,0,0,0,0,1,0,0,VER,7
5,76712,6.0,21389,24668,30655,1,8.0,0,3.0,0,0,0,25570.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
6,76054,7.0,21145,24507,30402,1,9.0,0,3.0,0,0,0,25351.33333333333,0,0,1,1,0,0,0,0,1,0,0,VER,7
7,76565,8.0,21512,24550,30503,0,10.0,0,3.0,0,0,0,25521.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
8,76775,9.0,21229,24750,30796,0,11.0,0,3.0,0,0,0,25591.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
9,76452,10.0,21095,24559,30798,0,12.0,0,3.0,0,0,0,25484.0,0,0,1,1,0,0,0,0,1,0,0,VER,7
10,76436,11.0,21132,24483,30821,0,13.0,0,3.0,0,0,0,25478.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
11,76154,12.0,21118,24342,30694,0,14.0,0,3.0,0,0,0,25384.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
12,76292,13.0,21091,24421,30780,0,15.0,0,3.0,0,0,0,25430.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
13,76513,14.0,21147,24534,30832,0,16.0,0,3.0,0,0,0,25504.33333333333,0,0,1,1,0,0,0,0,1,0,0,VER,7
14,76443,15.0,21158,24462,30823,0,17.0,0,3.0,0,0,0,25481.0,0,0,1,1,0,0,0,0,1,0,0,VER,7
15,92021,16.0,21203,24509,46309,0,18.0,0,5.0,0,1,0,30673.666666666668,0,1,0,1,0,0,0,0,1,0,0,VER,7
16,78575,17.0,23263,24536,30776,0,1.0,1,5.0,0,0,1,26191.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
17,75942,18.0,20943,24212,30787,1,2.0,1,4.0,0,0,0,25314.0,1,0,0,1,0,0,0,0,1,0,0,VER,7
18,75881,19.0,20873,24315,30693,1,3.0,1,4.0,0,0,0,25293.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
19,75785,20.0,20789,24238,30758,1,4.0,1,4.0,0,0,0,25261.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
20,75882,21.0,20884,24283,30715,0,5.0,1,4.0,0,0,0,25294.0,0,0,1,1,0,0,0,0,1,0,0,VER,7
21,75793,22.0,20886,24255,30652,0,6.0,1,4.0,0,0,0,25264.33333333333,0,0,1,1,0,0,0,0,1,0,0,VER,7
22,75896,23.0,20943,24207,30746,0,7.0,1,4.0,0,0,0,25298.666666666668,0,0,1,1,0,0,0,0,1,0,0,VER,7
23,75576,24.0,20863,24180,30533,1,8.0,1,4.0,0,0,0,25192.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
24,75566,25.0,20834,24130,30602,1,9.0,1,4.0,0,0,0,25188.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
25,75456,26.0,20703,24181,30572,1,10.0,1,4.0,0,0,0,25152.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
26,75384,27.0,20722,24127,30535,1,11.0,1,4.0,0,0,0,25128.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
27,75397,28.0,20772,24113,30512,0,12.0,1,4.0,0,0,0,25132.33333333333,0,0,1,1,0,0,0,0,0,1,0,VER,7
28,75222,29.0,20729,24048,30445,1,13.0,1,4.0,0,0,0,25074.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
29,75202,30.0,20754,24034,30414,1,14.0,1,4.0,0,0,0,25067.33333333333,0,0,1,1,0,0,0,0,0,1,0,VER,7
30,75342,31.0,20777,24216,30349,0,15.0,1,4.0,0,0,0,25114.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
31,75382,32.0,20702,24146,30534,0,16.0,1,3.0,0,0,0,25127.33333333333,1,0,0,1,0,0,0,0,0,1,0,VER,7
32,75284,33.0,20849,23923,30512,0,17.0,1,3.0,0,0,0,25094.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
33,75300,34.0,20758,23992,30550,0,18.0,1,3.0,0,0,0,25100.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
34,75225,35.0,20727,24020,30478,0,19.0,1,3.0,0,0,0,25075.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
35,75250,36.0,20753,24020,30477,0,20.0,1,3.0,0,0,0,25083.33333333333,0,0,1,1,0,0,0,0,0,1,0,VER,7
36,75350,37.0,20667,24156,30527,0,21.0,1,3.0,0,0,0,25116.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
37,75800,38.0,21173,24185,30442,0,22.0,1,3.0,0,0,0,25266.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
38,74817,39.0,20686,23893,30238,1,23.0,1,3.0,0,0,0,24939.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
39,74614,40.0,20603,23826,30185,1,24.0,1,3.0,0,0,0,24871.33333333333,0,0,1,1,0,0,0,0,0,1,0,VER,7
40,74924,41.0,20757,24077,30090,0,25.0,1,3.0,0,0,0,24974.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
41,74856,42.0,20550,23957,30349,0,26.0,1,3.0,0,0,0,24952.0,0,0,1,1,0,0,0,0,0,1,0,VER,7
42,74792,43.0,20721,23774,30297,0,27.0,1,3.0,0,0,0,24930.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
43,74560,44.0,20538,23769,30253,1,28.0,1,3.0,0,0,0,24853.33333333333,0,0,1,1,0,0,0,0,0,1,0,VER,7
44,75430,45.0,21138,23968,30324,0,29.0,1,3.0,0,0,0,25143.33333333333,0,0,1,1,0,0,0,0,0,1,0,VER,7
45,74519,46.0,20581,23716,30222,1,30.0,1,3.0,0,0,0,24839.666666666668,0,0,1,1,0,0,0,0,0,1,0,VER,7
46,74758,47.0,20587,23887,30284,0,31.0,1,3.0,0,0,0,24919.33333333333,0,0,1,1,0,0,0,0,0,0,1,VER,7
47,74449,48.0,20524,23700,30225,1,32.0,1,3.0,0,0,0,24816.33333333333,0,0,1,1,0,0,0,0,0,0,1,VER,7
48,74478,49.0,20523,23784,30171,0,33.0,1,3.0,0,0,0,24826.0,0,0,1,1,0,0,0,0,0,0,1,VER,7
49,74800,50.0,20614,23873,30313,0,34.0,1,3.0,0,0,0,24933.33333333333,0,0,1,1,0,0,0,0,0,0,1,VER,7
50,74566,51.0,20521,23759,30286,0,35.0,1,3.0,0,0,0,24855.33333333333,0,0,1,1,0,0,0,0,0,0,1,VER,7
