Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver,race_number
0,83935,1.0,27925,32084,23926,0,1.0,1,1.0,0,0,0,27978.33333333333,0,0,1,0,1,0,0,0,1,0,0,VER,7
1,80402,2.0,24186,32088,24128,1,2.0,1,1.0,0,0,0,26800.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
2,80499,3.0,24167,32191,24141,0,3.0,1,1.0,0,0,0,26833.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
3,80346,4.0,24022,32159,24165,1,4.0,1,1.0,0,0,0,26782.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
4,80283,5.0,24034,32213,24036,1,5.0,1,1.0,0,0,0,26761.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
5,80402,6.0,24009,32177,24215,0,6.0,1,1.0,0,0,0,26800.33333333333,0,0,1,0,1,0,0,0,1,0,0,VER,7
6,80476,7.0,24092,32223,24160,0,7.0,1,1.0,0,0,0,26825.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
7,79894,8.0,23827,31980,24087,1,8.0,1,1.0,0,0,0,26631.33333333333,0,0,1,0,1,0,0,0,1,0,0,VER,7
8,80282,9.0,23888,32180,24214,0,9.0,1,1.0,0,0,0,26760.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
9,80334,10.0,23937,32197,24200,0,10.0,1,1.0,0,0,0,26778.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
10,80520,11.0,24003,32320,24197,0,11.0,1,1.0,0,0,0,26840.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
11,80442,12.0,23952,32215,24275,0,12.0,1,1.0,0,0,0,26814.0,0,0,1,0,1,0,0,0,1,0,0,VER,7
12,80178,13.0,23794,32192,24191,0,13.0,1,1.0,0,0,0,26725.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
13,80378,14.0,24004,32222,24152,0,14.0,1,1.0,0,0,0,26792.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
14,80282,15.0,23940,32176,24166,0,15.0,1,1.0,0,0,0,26760.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
15,80186,16.0,23889,32116,24181,0,16.0,1,1.0,0,0,0,26728.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
16,80344,17.0,23948,32182,24214,0,17.0,1,1.0,0,0,0,26781.33333333333,0,0,1,0,1,0,0,0,1,0,0,VER,7
17,80258,18.0,23839,32188,24231,0,18.0,1,1.0,0,0,0,26752.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
18,80068,19.0,23835,32145,24088,0,19.0,1,1.0,0,0,0,26689.33333333333,0,0,1,0,1,0,0,0,1,0,0,VER,7
19,79988,20.0,23762,32130,24096,0,20.0,1,1.0,0,0,0,26662.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
20,80087,21.0,23772,32151,24164,0,21.0,1,1.0,0,0,0,26695.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
21,79869,22.0,23758,32034,24076,1,22.0,1,1.0,0,0,0,26622.666666666668,0,0,1,0,1,0,0,0,1,0,0,VER,7
22,80098,23.0,23821,32067,24209,0,23.0,1,1.0,0,0,0,26699.0,0,0,1,0,1,0,0,0,0,1,0,VER,7
23,79946,24.0,23670,32188,24088,0,24.0,1,1.0,0,0,0,26648.666666666668,0,0,1,0,1,0,0,0,0,1,0,VER,7
24,79973,25.0,23738,32151,24084,0,25.0,1,1.0,0,0,0,26657.666666666668,0,0,1,0,1,0,0,0,0,1,0,VER,7
25,83843,26.0,23774,32091,27978,0,26.0,1,1.0,0,1,0,27947.666666666668,0,0,1,0,1,0,0,0,0,1,0,VER,7
26,98427,27.0,43370,31614,23443,0,1.0,1,1.0,0,0,1,32809.0,0,0,1,0,0,1,0,0,0,1,0,VER,7
27,78707,28.0,23713,31496,23498,1,2.0,1,1.0,0,0,0,26235.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
28,78860,29.0,23579,31646,23635,0,3.0,1,1.0,0,0,0,26286.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
29,78976,30.0,23717,31619,23640,0,4.0,1,1.0,0,0,0,26325.33333333333,0,0,1,0,0,1,0,0,0,1,0,VER,7
30,79165,31.0,23806,31687,23672,0,5.0,1,1.0,0,0,0,26388.33333333333,0,0,1,0,0,1,0,0,0,1,0,VER,7
31,78878,32.0,23520,31691,23667,0,6.0,1,1.0,0,0,0,26292.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
32,79189,33.0,23678,31746,23765,0,7.0,1,1.0,0,0,0,26396.33333333333,0,0,1,0,0,1,0,0,0,1,0,VER,7
33,78806,34.0,23501,31599,23706,0,8.0,1,1.0,0,0,0,26268.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
34,78890,35.0,23533,31641,23716,0,9.0,1,1.0,0,0,0,26296.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
35,78789,36.0,23490,31479,23820,0,10.0,1,1.0,0,0,0,26263.0,0,0,1,0,0,1,0,0,0,1,0,VER,7
36,79026,37.0,23422,31723,23881,0,11.0,1,1.0,0,0,0,26342.0,0,0,1,0,0,1,0,0,0,1,0,VER,7
37,79417,38.0,23483,31855,24079,0,12.0,1,1.0,0,0,0,26472.33333333333,0,0,1,0,0,1,0,0,0,1,0,VER,7
38,79322,39.0,23636,31688,23998,0,13.0,1,1.0,1,0,0,26440.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
39,79388,40.0,23530,31967,23891,0,14.0,1,1.0,0,0,0,26462.666666666668,0,0,1,0,0,1,0,0,0,1,0,VER,7
40,79530,41.0,23603,32057,23870,0,15.0,1,1.0,0,0,0,26510.0,0,0,1,0,0,1,0,0,0,1,0,VER,7
41,79092,42.0,23452,31802,23838,0,16.0,1,1.0,0,0,0,26364.0,0,0,1,0,0,1,0,0,0,1,0,VER,7
42,78912,43.0,23399,31699,23814,0,17.0,1,1.0,0,0,0,26304.0,0,0,1,0,0,1,0,0,0,1,0,VER,7
43,78970,44.0,23397,31775,23798,0,18.0,1,1.0,0,0,0,26323.33333333333,0,0,1,0,0,1,0,0,0,1,0,VER,7
44,79104,45.0,23437,31771,23896,0,19.0,1,1.0,1,0,0,26368.0,0,0,1,0,0,1,0,0,0,0,1,VER,7
45,78840,46.0,23373,31692,23775,0,20.0,1,1.0,0,0,0,26280.0,0,0,1,0,0,1,0,0,0,0,1,VER,7
46,79109,47.0,23468,31738,23903,0,21.0,1,1.0,0,0,0,26369.666666666668,0,0,1,0,0,1,0,0,0,0,1,VER,7
47,78953,48.0,23344,31884,23725,0,22.0,1,1.0,0,0,0,26317.666666666668,0,0,1,0,0,1,0,0,0,0,1,VER,7
48,79093,49.0,23434,31793,23866,0,23.0,1,1.0,0,0,0,26364.33333333333,0,0,1,0,0,1,0,0,0,0,1,VER,7
