Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver,race_number
0,88355,1.0,29869,26129,32357,0,1.0,1,9.0,0,0,0,29451.666666666668,0,0,1,0,0,1,0,0,1,0,0,VER,7
1,79047,2.0,22601,25128,31318,1,2.0,1,9.0,0,0,0,26349.0,0,0,1,0,0,1,0,0,1,0,0,VER,7
2,77922,3.0,21974,24930,31018,1,3.0,1,9.0,0,0,0,25974.0,0,0,1,0,0,1,0,0,1,0,0,VER,7
3,77827,4.0,22132,24852,30843,1,4.0,1,9.0,0,0,0,25942.33333333333,0,0,1,0,0,1,0,0,1,0,0,VER,7
4,78455,5.0,22257,25071,31127,0,5.0,1,9.0,0,0,0,26151.666666666668,0,0,1,0,0,1,0,0,1,0,0,VER,7
5,77921,6.0,22160,25133,30628,0,6.0,1,8.0,0,0,0,25973.666666666668,1,0,0,0,0,1,0,0,1,0,0,VER,7
6,77928,7.0,21683,25055,31190,0,7.0,1,7.0,0,0,0,25976.0,1,0,0,0,0,1,0,0,1,0,0,VER,7
7,77761,8.0,21662,24978,31121,1,8.0,1,6.0,0,0,0,25920.33333333333,1,0,0,0,0,1,0,0,1,0,0,VER,7
8,77891,9.0,22047,24940,30904,0,9.0,1,6.0,0,0,0,25963.666666666668,0,0,1,0,0,1,0,0,1,0,0,VER,7
9,78186,10.0,22452,24863,30871,0,10.0,1,6.0,0,0,0,26062.0,0,0,1,0,0,1,0,0,1,0,0,VER,7
10,77821,11.0,22160,24871,30790,0,11.0,1,6.0,0,0,0,25940.33333333333,0,0,1,0,0,1,0,0,1,0,0,VER,7
11,77559,12.0,21979,24823,30757,1,12.0,1,6.0,0,0,0,25853.0,0,0,1,0,0,1,0,0,1,0,0,VER,7
12,77548,13.0,21851,24795,30902,1,13.0,1,6.0,0,0,0,25849.33333333333,0,0,1,0,0,1,0,0,1,0,0,VER,7
13,77348,14.0,21834,24738,30776,1,14.0,1,6.0,0,0,0,25782.666666666668,0,0,1,0,0,1,0,0,1,0,0,VER,7
14,77344,15.0,21806,24698,30840,1,15.0,1,6.0,0,0,0,25781.33333333333,0,0,1,0,0,1,0,0,1,0,0,VER,7
15,77398,16.0,21733,24872,30793,0,16.0,1,5.0,0,0,0,25799.33333333333,1,0,0,0,0,1,0,0,1,0,0,VER,7
