Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver_1,driver_2,race_bit_0,race_bit_1,race_bit_2,race_bit_3,race_bit_4
0,153538,1.0,56841,60873,35824,0,1.0,1,2.0,0,0,1,51179.333333333336,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
1,144070,2.0,35571,63894,44605,1,2.0,1,2.0,0,0,0,48023.333333333336,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
2,104323,3.0,28276,48088,27959,1,3.0,1,2.0,0,0,0,34774.333333333336,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
3,101995,4.0,27267,47317,27411,1,4.0,1,2.0,0,0,0,33998.333333333336,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
4,100205,5.0,27015,46335,26855,1,5.0,1,2.0,0,0,0,33401.666666666664,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
5,97998,6.0,26215,45563,26220,1,6.0,1,2.0,0,0,0,32666.0,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
6,97933,7.0,26301,45576,26056,1,7.0,1,2.0,0,0,0,32644.33333333333,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
7,97269,8.0,26153,45104,26012,1,8.0,1,2.0,0,0,0,32423.0,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
8,97180,9.0,25929,45049,26202,1,9.0,1,2.0,0,0,0,32393.33333333333,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
9,96881,10.0,26042,44605,26234,1,10.0,1,2.0,0,0,0,32293.666666666668,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
10,95887,11.0,25633,44317,25937,1,11.0,1,2.0,0,0,0,31962.33333333333,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0,0,1,1,1
