Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver_1,driver_2,race_bit_0,race_bit_1,race_bit_2,race_bit_3,race_bit_4
0,85014,1.0,28343,32552,24119,0,4.0,0,2.0,0,0,0,28338.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
1,80852,2.0,24076,32362,24414,1,5.0,0,2.0,0,0,0,26950.666666666668,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
2,80571,3.0,23959,32256,24355,1,6.0,0,2.0,0,0,0,26856.666666666668,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
3,80815,4.0,24107,32281,24426,0,7.0,0,2.0,0,0,0,26938.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
4,80935,5.0,24039,32396,24500,0,8.0,0,2.0,0,0,0,26978.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
5,80784,6.0,24024,32274,24486,0,9.0,0,2.0,0,0,0,26928.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
6,80644,7.0,24041,32296,24307,0,10.0,0,2.0,0,0,0,26881.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
7,80830,8.0,24015,32360,24455,0,11.0,0,2.0,0,0,0,26943.33333333333,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
8,80734,9.0,23988,32366,24379,0,12.0,0,2.0,0,0,0,26911.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
9,80933,10.0,24026,32417,24490,0,13.0,0,2.0,0,0,0,26977.666666666668,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
10,80730,11.0,24029,32366,24334,0,14.0,0,2.0,0,0,0,26909.666666666668,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
11,80851,12.0,24011,32375,24464,0,15.0,0,2.0,0,0,0,26950.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
12,80715,13.0,23929,32354,24432,0,16.0,0,2.0,0,0,0,26905.0,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
13,81054,14.0,24030,32543,24480,0,17.0,0,2.0,0,0,0,27017.666666666668,0,0,1,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
14,84981,15.0,24204,32448,28329,0,18.0,0,3.0,0,1,0,28327.0,0,1,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
15,99079,16.0,43030,31842,24207,0,1.0,1,8.0,0,0,1,33026.333333333336,0,1,0,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
16,80165,17.0,23897,32078,24190,1,2.0,1,7.0,0,0,0,26721.666666666668,1,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
17,79981,18.0,23757,31947,24277,1,3.0,1,7.0,0,0,0,26660.33333333333,0,0,1,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
18,79832,19.0,23405,32220,24207,1,4.0,1,6.0,0,0,0,26610.666666666668,1,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
19,80249,20.0,23947,32119,24182,0,5.0,1,5.0,0,0,0,26749.33333333333,1,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
20,80164,21.0,23940,31985,24239,0,6.0,1,5.0,0,0,0,26721.33333333333,0,0,1,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
21,80272,22.0,23883,32107,24282,0,7.0,1,5.0,0,0,0,26757.33333333333,0,0,1,0,1,0,0,0,1,0,0,1.0,0.0,0,0,1,1,1
22,80479,23.0,23919,32342,24218,0,8.0,1,5.0,0,0,0,26826.33333333333,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
23,80477,24.0,23872,32253,24351,0,9.0,1,5.0,0,0,0,26825.33333333333,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
24,80693,25.0,23974,32336,24383,0,10.0,1,4.0,0,0,0,26897.666666666668,1,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
25,80315,26.0,23848,32237,24230,0,11.0,1,3.0,0,0,0,26771.666666666668,1,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
26,80333,27.0,23856,32247,24230,0,12.0,1,2.0,0,0,0,26777.666666666668,1,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
27,81450,28.0,24491,32554,24405,0,13.0,1,3.0,0,0,0,27150.0,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
28,80687,29.0,23903,32444,24340,0,14.0,1,3.0,0,0,0,26895.666666666668,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
29,80257,30.0,23803,32229,24225,0,15.0,1,3.0,0,0,0,26752.33333333333,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
30,80257,31.0,23779,32173,24305,0,16.0,1,3.0,0,0,0,26752.33333333333,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
31,80090,32.0,23788,32149,24153,0,17.0,1,3.0,0,0,0,26696.666666666668,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
32,80316,33.0,23832,32183,24301,0,18.0,1,3.0,0,0,0,26772.0,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
33,80343,34.0,23883,32259,24200,0,19.0,1,3.0,0,0,0,26780.666666666668,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
34,82307,35.0,25099,32725,24483,0,20.0,1,4.0,0,0,0,27435.666666666668,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
35,80712,36.0,23993,32418,24300,0,21.0,1,4.0,0,0,0,26903.666666666668,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
36,80133,37.0,23735,32130,24268,0,22.0,1,4.0,0,0,0,26711.0,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
37,80390,38.0,23871,32253,24265,0,23.0,1,4.0,0,0,0,26796.33333333333,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
38,80151,39.0,23766,32070,24315,0,24.0,1,4.0,0,0,0,26717.0,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
39,80053,40.0,23778,32086,24189,0,25.0,1,4.0,0,0,0,26684.33333333333,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
40,84280,41.0,23902,32354,28024,0,26.0,1,5.0,0,1,0,28093.33333333333,0,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0,0,1,1,1
41,99152,42.0,43046,32154,23952,0,1.0,1,6.0,0,0,1,33050.666666666664,0,1,0,0,0,1,0,0,0,1,0,1.0,0.0,0,0,1,1,1
42,79331,43.0,23868,31674,23789,1,2.0,1,6.0,0,0,0,26443.666666666668,0,0,1,0,0,1,0,0,0,1,0,1.0,0.0,0,0,1,1,1
43,79241,44.0,23770,31708,23763,1,3.0,1,6.0,0,0,0,26413.666666666668,0,0,1,0,0,1,0,0,0,1,0,1.0,0.0,0,0,1,1,1
44,79325,45.0,23794,31768,23763,0,4.0,1,5.0,0,0,0,26441.666666666668,1,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
45,78698,46.0,23632,31483,23583,1,5.0,1,5.0,0,0,0,26232.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
46,78562,47.0,23575,31477,23510,1,6.0,1,5.0,0,0,0,26187.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
47,78521,48.0,23533,31516,23472,1,7.0,1,5.0,0,0,0,26173.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
48,78635,49.0,23490,31558,23587,0,8.0,1,5.0,0,0,0,26211.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
49,78518,50.0,23467,31494,23557,1,9.0,1,5.0,0,0,0,26172.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
50,78562,51.0,23461,31466,23635,0,10.0,1,4.0,0,0,0,26187.33333333333,1,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
51,78595,52.0,23473,31586,23536,0,11.0,1,4.0,0,0,0,26198.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
52,79738,53.0,23986,31959,23793,0,12.0,1,5.0,0,0,0,26579.33333333333,0,1,0,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
53,78886,54.0,23509,31687,23690,0,13.0,1,5.0,0,0,0,26295.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
54,78513,55.0,23438,31519,23556,1,14.0,1,5.0,0,0,0,26171.0,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
55,78559,56.0,23326,31544,23689,0,15.0,1,5.0,0,0,0,26186.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
56,78725,57.0,23463,31614,23648,0,16.0,1,5.0,0,0,0,26241.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
57,78623,58.0,23359,31572,23692,0,17.0,1,5.0,0,0,0,26207.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
58,78799,59.0,23500,31568,23731,0,18.0,1,5.0,0,0,0,26266.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
59,78403,60.0,23388,31454,23561,1,19.0,1,5.0,0,0,0,26134.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
60,78714,61.0,23283,31593,23838,0,20.0,1,5.0,0,0,0,26238.0,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
61,78712,62.0,23398,31568,23746,0,21.0,1,5.0,0,0,0,26237.33333333333,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
62,78999,63.0,23356,31871,23772,0,22.0,1,5.0,0,0,0,26333.0,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
63,78687,64.0,23312,31620,23755,0,23.0,1,5.0,0,0,0,26229.0,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
64,78785,65.0,23351,31885,23549,0,24.0,1,5.0,0,0,0,26261.666666666668,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
65,78447,66.0,23321,31522,23604,0,25.0,1,5.0,0,0,0,26149.0,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,0,0,1,1,1
0,95790,1.0,37270,33394,25126,0,1.0,1,20.0,0,0,1,31930.0,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
1,82029,2.0,24339,32975,24715,1,2.0,1,19.0,0,0,0,27343.0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
2,81469,3.0,24318,32639,24512,1,3.0,1,19.0,0,0,0,27156.33333333333,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
3,81854,4.0,24453,32865,24536,0,4.0,1,18.0,0,0,0,27284.666666666668,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
4,81631,5.0,24208,32720,24702,0,5.0,1,17.0,0,0,0,27210.0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
5,80827,6.0,23634,32590,24603,1,6.0,1,17.0,0,0,0,26942.33333333333,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
6,81403,7.0,23956,32826,24621,0,7.0,1,16.0,0,0,0,27134.33333333333,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
7,82182,8.0,24129,33044,25009,0,8.0,1,15.0,0,0,0,27394.0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
8,81739,9.0,23837,32990,24912,0,9.0,1,14.0,0,0,0,27246.33333333333,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
9,81828,10.0,23910,32955,24963,0,10.0,1,12.0,0,0,0,27276.0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
10,80840,11.0,23691,32567,24582,0,11.0,1,11.0,0,0,0,26946.666666666668,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
11,81504,12.0,24020,32708,24776,0,12.0,1,11.0,0,0,0,27168.0,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
12,81797,13.0,24134,32818,24845,0,13.0,1,11.0,0,0,0,27265.666666666668,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
13,81732,14.0,24226,32856,24650,0,14.0,1,10.0,0,0,0,27244.0,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
14,81545,15.0,24165,32839,24541,0,15.0,1,9.0,0,0,0,27181.666666666668,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
15,86277,16.0,24128,33187,28962,0,16.0,1,9.0,0,1,0,28759.0,0,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0,0,1,1,1
16,99864,17.0,42803,32496,24565,0,1.0,1,18.0,0,0,1,33288.0,0,1,0,1,0,0,0,0,1,0,0,0.0,1.0,0,0,1,1,1
17,80940,18.0,24235,32213,24492,0,2.0,1,17.0,0,0,0,26980.0,1,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0,0,1,1,1
18,80553,19.0,24095,32002,24456,1,3.0,1,17.0,0,0,0,26851.0,0,0,1,1,0,0,0,0,1,0,0,0.0,1.0,0,0,1,1,1
19,80066,20.0,23930,32155,23981,1,4.0,1,15.0,0,0,0,26688.666666666668,1,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0,0,1,1,1
20,81325,21.0,24511,32409,24405,0,5.0,1,16.0,0,0,0,27108.33333333333,0,1,0,1,0,0,0,0,1,0,0,0.0,1.0,0,0,1,1,1
21,80851,22.0,24056,32262,24532,0,6.0,1,16.0,0,0,0,26950.0,0,0,1,1,0,0,0,0,1,0,0,0.0,1.0,0,0,1,1,1
22,80901,23.0,23929,32412,24559,0,7.0,1,16.0,0,0,0,26966.666666666668,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
23,81588,24.0,23883,32907,24798,0,8.0,1,15.0,0,0,0,27196.0,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
24,80414,25.0,23606,32305,24503,0,9.0,1,15.0,0,0,0,26804.666666666668,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
25,80078,26.0,23500,32273,24305,0,10.0,1,13.0,0,0,0,26692.666666666668,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
26,80272,27.0,23747,32040,24484,0,11.0,1,13.0,0,0,0,26757.0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
27,80495,28.0,23842,32271,24382,0,12.0,1,13.0,0,0,0,26831.666666666668,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
28,80348,29.0,23849,32147,24352,0,13.0,1,13.0,0,0,0,26782.666666666668,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
29,80325,30.0,23870,32180,24274,0,14.0,1,13.0,0,0,0,26774.666666666668,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
30,80296,31.0,23831,32128,24336,0,15.0,1,13.0,0,0,0,26765.0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
31,80316,32.0,23832,32156,24328,0,16.0,1,13.0,0,0,0,26772.0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
32,80247,33.0,23811,32174,24261,0,17.0,1,13.0,0,0,0,26748.666666666668,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
33,80374,34.0,23780,32345,24248,0,18.0,1,13.0,0,0,0,26791.0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
34,80361,35.0,23774,32182,24405,0,19.0,1,11.0,0,0,0,26787.0,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
35,80554,36.0,23846,32259,24449,0,20.0,1,10.0,0,0,0,26851.33333333333,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
36,80676,37.0,23902,32357,24416,0,21.0,1,9.0,0,0,0,26891.666666666668,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
37,80458,38.0,23842,32158,24458,0,22.0,1,9.0,0,0,0,26819.33333333333,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
38,80558,39.0,23933,32270,24355,0,23.0,1,8.0,0,0,0,26852.666666666668,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
39,80219,40.0,23821,32046,24351,0,24.0,1,7.0,0,0,0,26739.33333333333,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
40,83726,41.0,23901,32017,27808,0,25.0,1,8.0,0,1,0,27908.666666666668,0,1,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,1,1,1
41,99362,42.0,44111,31672,23579,0,26.0,0,14.0,0,0,1,33120.666666666664,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,1,1,1
42,78460,43.0,23577,31338,23545,1,27.0,0,14.0,0,0,0,26153.33333333333,0,0,1,0,0,1,0,0,0,1,0,0.0,1.0,0,0,1,1,1
