Unnamed: 0,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad,driver,race_number
0,100809,1.0,25384,28184,47241,0,,1,1.0,0,0,0,33603.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
1,131618,2.0,34873,49848,46897,1,,1,1.0,0,0,0,43872.66666666666,0,0,1,1,0,0,0,0,1,0,0,VET,7
2,124804,3.0,36480,42161,46163,1,4.0,0,1.0,0,0,0,41601.333333333336,0,0,1,1,0,0,0,0,1,0,0,VET,7
3,126206,4.0,34541,39136,52529,0,5.0,0,1.0,0,0,0,42068.66666666666,0,0,1,1,0,0,0,0,1,0,0,VET,7
4,76945,5.0,21333,24651,30961,1,6.0,0,1.0,0,0,0,25648.33333333333,0,0,1,1,0,0,0,0,1,0,0,VET,7
5,76315,6.0,21158,24602,30555,1,7.0,0,1.0,0,0,0,25438.33333333333,0,0,1,1,0,0,0,0,1,0,0,VET,7
6,75816,7.0,21023,24488,30305,1,8.0,0,1.0,0,0,0,25272.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
7,75948,8.0,20981,24505,30462,0,9.0,0,1.0,0,0,0,25316.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
8,75855,9.0,20973,24403,30479,0,10.0,0,1.0,0,0,0,25285.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
9,75475,10.0,20826,24298,30351,1,11.0,0,1.0,0,0,0,25158.33333333333,0,0,1,1,0,0,0,0,1,0,0,VET,7
10,75806,11.0,20885,24451,30470,0,12.0,0,1.0,0,0,0,25268.666666666668,0,0,1,1,0,0,0,0,1,0,0,VET,7
11,75349,12.0,20802,24346,30201,1,13.0,0,1.0,0,0,0,25116.33333333333,0,0,1,1,0,0,0,0,1,0,0,VET,7
12,75563,13.0,20874,24333,30356,0,14.0,0,1.0,0,0,0,25187.666666666668,0,0,1,1,0,0,0,0,1,0,0,VET,7
13,75521,14.0,20907,24249,30365,0,15.0,0,1.0,0,0,0,25173.666666666668,0,0,1,1,0,0,0,0,1,0,0,VET,7
14,75425,15.0,20841,24245,30339,0,16.0,0,1.0,0,0,0,25141.666666666668,0,0,1,1,0,0,0,0,1,0,0,VET,7
15,75595,16.0,20889,24350,30356,0,17.0,0,1.0,0,0,0,25198.33333333333,0,0,1,1,0,0,0,0,1,0,0,VET,7
16,75210,17.0,20749,24192,30269,1,18.0,0,1.0,0,0,0,25070.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
17,75459,18.0,20860,24182,30417,0,19.0,0,1.0,0,0,0,25153.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
18,75228,19.0,20872,24199,30157,0,20.0,0,1.0,0,0,0,25076.0,0,0,1,1,0,0,0,0,1,0,0,VET,7
