,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad
0,142299,1.0,49141,63210,29948,0,1.0,1,9.0,0,0,0,47433.0,0,0,1,0,0,0,1,0,1,0,0
1,0,2.0,49395,87621,42707,0,2.0,1,7.0,0,1,0,59907.666666666664,1,0,0,0,0,0,1,0,1,0,0
2,0,3.0,-109033,78253,30780,0,1.0,1,7.0,0,0,1,0.0,0,0,1,0,0,0,0,1,1,0,0
3,0,4.0,58915,75949,31647,0,2.0,1,7.0,0,0,0,55503.666666666664,0,0,1,0,0,0,0,1,1,0,0
4,0,5.0,55854,80757,36369,0,3.0,1,7.0,0,0,0,57660.0,0,0,1,0,0,0,0,1,1,0,0
5,117437,6.0,43434,51801,22202,1,4.0,1,7.0,0,0,0,39145.666666666664,0,0,1,0,0,0,0,1,1,0,0
6,116796,7.0,41598,50430,24768,0,5.0,1,7.0,0,1,0,38932.0,0,0,1,0,0,0,0,1,1,0,0
7,136643,8.0,66485,49106,21052,0,3.0,0,14.0,0,0,1,45547.666666666664,0,1,0,0,0,0,1,0,1,0,0
8,108586,9.0,39421,48417,20748,1,4.0,0,13.0,0,0,0,36195.333333333336,1,0,0,0,0,0,1,0,1,0,0
9,108568,10.0,39390,48378,20800,1,5.0,0,12.0,0,0,0,36189.333333333336,1,0,0,0,0,0,1,0,1,0,0
10,108944,11.0,39181,48615,21148,0,6.0,0,11.0,0,0,0,36314.666666666664,1,0,0,0,0,0,1,0,0,1,0
11,108830,12.0,39667,48363,20800,0,7.0,0,11.0,0,0,0,36276.666666666664,0,0,1,0,0,0,1,0,0,1,0
12,108439,13.0,39348,48322,20769,1,8.0,0,11.0,0,0,0,36146.333333333336,0,0,1,0,0,0,1,0,0,1,0
13,109056,14.0,39821,48555,20680,0,9.0,0,11.0,0,0,0,36352.0,0,0,1,0,0,0,1,0,0,1,0
14,108365,15.0,39376,48182,20807,1,10.0,0,9.0,0,0,0,36121.666666666664,1,0,0,0,0,0,1,0,0,1,0
15,108384,16.0,39701,48083,20600,0,11.0,0,9.0,0,0,0,36128.0,0,0,1,0,0,0,1,0,0,1,0
16,108416,17.0,39320,48369,20727,0,12.0,0,9.0,0,0,0,36138.666666666664,0,0,1,0,0,0,1,0,0,1,0
17,108877,18.0,39373,48680,20824,0,13.0,0,9.0,0,0,0,36292.333333333336,0,0,1,0,0,0,1,0,0,1,0
18,109097,19.0,39452,48647,20998,0,14.0,0,9.0,0,0,0,36365.666666666664,0,0,1,0,0,0,1,0,0,1,0
19,107622,20.0,39401,47585,20636,1,15.0,0,8.0,0,0,0,35874.0,1,0,0,0,0,0,1,0,0,0,1
20,107004,21.0,38618,47880,20506,1,16.0,0,8.0,0,0,0,35668.0,0,0,1,0,0,0,1,0,0,0,1
21,107663,22.0,38902,48143,20618,0,17.0,0,8.0,0,0,0,35887.666666666664,0,0,1,0,0,0,1,0,0,0,1
22,108097,23.0,39083,48187,20827,0,18.0,0,7.0,0,0,0,36032.333333333336,1,0,0,0,0,0,1,0,0,0,1
23,108055,24.0,39160,48161,20734,0,19.0,0,7.0,0,0,0,36018.333333333336,0,0,1,0,0,0,1,0,0,0,1
24,108738,25.0,39309,48456,20973,0,20.0,0,7.0,0,0,0,36246.0,0,0,1,0,0,0,1,0,0,0,1
25,107709,26.0,39113,48094,20502,0,21.0,0,7.0,0,0,0,35903.0,0,0,1,0,0,0,1,0,0,0,1
26,108359,27.0,39238,48343,20778,0,22.0,0,7.0,0,0,0,36119.666666666664,0,0,1,0,0,0,1,0,0,0,1
27,109685,28.0,40517,48488,20680,0,23.0,0,8.0,0,0,0,36561.666666666664,0,1,0,0,0,0,1,0,0,0,1
