,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad
0,0,1.0,-84337,49276,35061,0,1.0,1,1.0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,0,0
1,0,2.0,65251,68600,30466,0,2.0,1,1.0,0,0,0,54772.333333333336,0,0,1,0,1,0,0,0,1,0,0
2,0,3.0,68931,68363,28070,0,3.0,1,1.0,0,0,0,55121.333333333336,0,0,1,0,1,0,0,0,1,0,0
3,0,4.0,60867,66499,48366,0,4.0,1,1.0,0,0,0,58577.333333333336,0,0,1,0,1,0,0,0,1,0,0
4,96748,5.0,34900,42960,18888,1,5.0,1,1.0,0,0,0,32249.333333333332,0,0,1,0,1,0,0,0,1,0,0
5,97837,6.0,35176,43659,19002,0,6.0,1,1.0,0,0,0,32612.333333333332,0,0,1,0,1,0,0,0,1,0,0
6,98033,7.0,35395,43518,19120,0,7.0,1,1.0,0,0,0,32677.666666666668,0,0,1,0,1,0,0,0,1,0,0
7,98148,8.0,35547,43697,18904,0,8.0,1,1.0,0,0,0,32716.0,0,0,1,0,1,0,0,0,1,0,0
8,98241,9.0,35535,43764,18942,0,9.0,1,1.0,0,0,0,32747.0,0,0,1,0,1,0,0,0,1,0,0
9,98301,10.0,35544,43760,18997,0,10.0,1,1.0,0,0,0,32767.0,0,0,1,0,1,0,0,0,1,0,0
10,98519,11.0,35704,43810,19005,0,11.0,1,1.0,0,0,0,32839.666666666664,0,0,1,0,1,0,0,0,1,0,0
11,98651,12.0,35709,43950,18992,0,12.0,1,1.0,0,0,0,32883.666666666664,0,0,1,0,1,0,0,0,1,0,0
12,98689,13.0,35715,43930,19044,0,13.0,1,1.0,0,0,0,32896.333333333336,0,0,1,0,1,0,0,0,1,0,0
13,119754,14.0,43967,56351,19436,0,14.0,1,1.0,0,0,0,39918.0,0,0,1,0,1,0,0,0,1,0,0
14,98373,15.0,35566,43781,19026,0,15.0,1,1.0,0,0,0,32791.0,0,0,1,0,1,0,0,0,1,0,0
15,101172,16.0,35811,43803,21558,0,16.0,1,1.0,0,1,0,33724.0,0,0,1,0,1,0,0,0,1,0,0
16,118025,17.0,55875,43296,18854,0,1.0,1,5.0,0,0,1,39341.666666666664,0,1,0,0,1,0,0,0,1,0,0
17,97399,18.0,35205,43259,18935,0,2.0,1,3.0,0,0,0,32466.333333333332,1,0,0,0,1,0,0,0,1,0,0
18,97769,19.0,35312,43573,18884,0,3.0,1,1.0,0,0,0,32589.666666666668,1,0,0,0,1,0,0,0,0,1,0
19,97344,20.0,35182,43275,18887,0,4.0,1,1.0,0,0,0,32448.0,0,0,1,0,1,0,0,0,0,1,0
20,97565,21.0,35243,43400,18922,0,5.0,1,1.0,0,0,0,32521.666666666668,0,0,1,0,1,0,0,0,0,1,0
21,97592,22.0,35387,43333,18872,0,6.0,1,1.0,0,0,0,32530.666666666668,0,0,1,0,1,0,0,0,0,1,0
22,97722,23.0,35268,43546,18908,0,7.0,1,1.0,0,0,0,32574.0,0,0,1,0,1,0,0,0,0,1,0
23,97714,24.0,35295,43465,18954,0,8.0,1,1.0,0,0,0,32571.333333333332,0,0,1,0,1,0,0,0,0,1,0
24,97946,25.0,35443,43553,18950,0,9.0,1,1.0,0,0,0,32648.666666666668,0,0,1,0,1,0,0,0,0,1,0
25,97903,26.0,35391,43568,18944,0,10.0,1,1.0,0,0,0,32634.333333333332,0,0,1,0,1,0,0,0,0,1,0
26,97865,27.0,35465,43540,18860,0,11.0,1,1.0,0,0,0,32621.666666666668,0,0,1,0,1,0,0,0,0,1,0
27,97558,28.0,35321,43411,18826,0,12.0,1,1.0,0,0,0,32519.333333333332,0,0,1,0,1,0,0,0,0,1,0
28,97424,29.0,35048,43439,18937,0,13.0,1,1.0,0,0,0,32474.666666666668,0,0,1,0,1,0,0,0,0,1,0
29,97599,30.0,35259,43400,18940,0,14.0,1,1.0,0,0,0,32533.0,0,0,1,0,1,0,0,0,0,1,0
30,97599,31.0,35352,43368,18879,0,15.0,1,1.0,0,0,0,32533.0,0,0,1,0,1,0,0,0,0,1,0
31,97920,32.0,35434,43455,19031,0,16.0,1,1.0,0,0,0,32640.0,0,0,1,0,1,0,0,0,0,1,0
32,97655,33.0,35356,43454,18845,0,17.0,1,1.0,0,0,0,32551.666666666668,0,0,1,0,1,0,0,0,0,1,0
33,97733,34.0,35256,43649,18828,0,18.0,1,1.0,0,0,0,32577.666666666668,0,0,1,0,1,0,0,0,0,1,0
34,97788,35.0,35290,43599,18899,0,19.0,1,1.0,0,0,0,32596.0,0,0,1,0,1,0,0,0,0,1,0
35,97820,36.0,35333,43591,18896,0,20.0,1,1.0,0,0,0,32606.666666666668,0,0,1,0,1,0,0,0,0,0,1
36,100264,37.0,35253,43610,21401,0,21.0,1,1.0,0,1,0,33421.333333333336,0,0,1,0,1,0,0,0,0,0,1
37,116078,38.0,54736,42835,18507,0,1.0,1,1.0,0,0,1,38692.666666666664,0,0,1,0,0,1,0,0,0,0,1
38,94183,39.0,33720,42118,18345,1,2.0,1,1.0,0,0,0,31394.333333333332,0,0,1,0,0,1,0,0,0,0,1
39,95914,40.0,34693,42582,18639,0,3.0,1,1.0,0,0,0,31971.333333333332,0,0,1,0,0,1,0,0,0,0,1
40,95433,41.0,34366,42490,18577,0,4.0,1,1.0,0,0,0,31811.0,0,0,1,0,0,1,0,0,0,0,1
41,95248,42.0,34235,42444,18569,0,5.0,1,1.0,0,0,0,31749.333333333332,0,0,1,0,0,1,0,0,0,0,1
42,95969,43.0,34687,42795,18487,0,6.0,1,1.0,0,0,0,31989.666666666668,0,0,1,0,0,1,0,0,0,0,1
43,95462,44.0,34395,42636,18431,0,7.0,1,1.0,0,0,0,31820.666666666668,0,0,1,0,0,1,0,0,0,0,1
44,95915,45.0,34521,42808,18586,0,8.0,1,1.0,0,0,0,31971.666666666668,0,0,1,0,0,1,0,0,0,0,1
45,95983,46.0,34541,42877,18565,0,9.0,1,1.0,0,0,0,31994.333333333332,0,0,1,0,0,1,0,0,0,0,1
46,96220,47.0,34598,43001,18621,0,10.0,1,1.0,0,0,0,32073.333333333332,0,0,1,0,0,1,0,0,0,0,1
47,96198,48.0,34643,42894,18661,0,11.0,1,1.0,0,0,0,32066.0,0,0,1,0,0,1,0,0,0,0,1
48,96689,49.0,34857,43114,18718,0,12.0,1,1.0,0,0,0,32229.666666666668,0,0,1,0,0,1,0,0,0,0,1
49,96877,50.0,34934,43288,18655,0,13.0,1,1.0,0,0,0,32292.333333333332,0,0,1,0,0,1,0,0,0,0,1
50,96640,51.0,34955,43057,18628,0,14.0,1,1.0,0,0,0,32213.333333333332,0,0,1,0,0,1,0,0,0,0,1
51,97050,52.0,35115,43223,18712,0,15.0,1,1.0,0,0,0,32350.0,0,0,1,0,0,1,0,0,0,0,1
52,96300,53.0,34649,42899,18752,0,16.0,1,1.0,0,0,0,32100.0,0,0,1,0,0,1,0,0,0,0,1
