Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:03:39.929000,SAI,55,0 days 00:01:34.694000,1.0,1.0,,,,0 days 00:00:29.401000,0 days 00:00:31.249000,,0 days 01:03:08.756000,0 days 01:03:40.021000,260.0,266.0,283.0,203.0,False,SOFT,1.0,True,Ferrari,0 days 01:02:04.960000,2023-08-27 13:03:05.334,1,6.0,False,,False,False
0 days 01:05:33.046000,SAI,55,0 days 00:01:53.117000,2.0,1.0,,0 days 01:05:31.378000,0 days 00:00:37.457000,0 days 00:00:37.208000,0 days 00:00:38.452000,0 days 01:04:17.387000,0 days 01:04:54.595000,0 days 01:05:33.047000,197.0,216.0,,200.0,False,SOFT,2.0,True,Ferrari,0 days 01:03:39.929000,2023-08-27 13:04:40.303,1,8.0,False,,False,False
0 days 01:07:21.271000,SAI,55,0 days 00:01:48.225000,3.0,2.0,0 days 01:05:52.362000,,0 days 00:00:49.987000,0 days 00:00:30.541000,0 days 00:00:27.697000,0 days 01:06:23.034000,0 days 01:06:53.575000,0 days 01:07:21.272000,268.0,263.0,296.0,,False,INTERMEDIATE,1.0,True,Ferrari,0 days 01:05:33.046000,2023-08-27 13:06:33.420,1,12.0,False,,False,False
0 days 01:08:47.005000,SAI,55,0 days 00:01:25.734000,4.0,2.0,,,0 days 00:00:30.296000,0 days 00:00:29.687000,0 days 00:00:25.751000,0 days 01:07:51.568000,0 days 01:08:21.255000,0 days 01:08:47.006000,277.0,263.0,293.0,252.0,True,INTERMEDIATE,2.0,True,Ferrari,0 days 01:07:21.271000,2023-08-27 13:08:21.645,1,7.0,False,,False,True
0 days 01:10:10.961000,SAI,55,0 days 00:01:23.956000,5.0,2.0,,,0 days 00:00:29.012000,0 days 00:00:29.188000,0 days 00:00:25.756000,0 days 01:09:16.018000,0 days 01:09:45.206000,0 days 01:10:10.962000,283.0,263.0,295.0,280.0,True,INTERMEDIATE,3.0,True,Ferrari,0 days 01:08:47.005000,2023-08-27 13:09:47.379,1,7.0,False,,False,True
0 days 01:11:35.258000,SAI,55,0 days 00:01:24.297000,6.0,2.0,,,0 days 00:00:28.826000,0 days 00:00:29.619000,0 days 00:00:25.852000,0 days 01:10:39.788000,0 days 01:11:09.407000,0 days 01:11:35.259000,281.0,264.0,296.0,286.0,False,INTERMEDIATE,4.0,True,Ferrari,0 days 01:10:10.961000,2023-08-27 13:11:11.335,1,7.0,False,,False,True
0 days 01:12:59.399000,SAI,55,0 days 00:01:24.141000,7.0,2.0,,,0 days 00:00:28.606000,0 days 00:00:29.659000,0 days 00:00:25.876000,0 days 01:12:03.865000,0 days 01:12:33.524000,0 days 01:12:59.400000,282.0,264.0,295.0,281.0,False,INTERMEDIATE,5.0,True,Ferrari,0 days 01:11:35.258000,2023-08-27 13:12:35.632,1,7.0,False,,False,True
0 days 01:14:24.460000,SAI,55,0 days 00:01:25.061000,8.0,2.0,,,0 days 00:00:28.616000,0 days 00:00:30.242000,0 days 00:00:26.203000,0 days 01:13:28.016000,0 days 01:13:58.258000,0 days 01:14:24.461000,283.0,262.0,295.0,276.0,False,INTERMEDIATE,6.0,True,Ferrari,0 days 01:12:59.399000,2023-08-27 13:13:59.773,1,7.0,False,,False,True
0 days 01:15:49.616000,SAI,55,0 days 00:01:25.156000,9.0,2.0,,,0 days 00:00:28.822000,0 days 00:00:30.343000,0 days 00:00:25.991000,0 days 01:14:53.283000,0 days 01:15:23.626000,0 days 01:15:49.617000,281.0,261.0,294.0,269.0,False,INTERMEDIATE,7.0,True,Ferrari,0 days 01:14:24.460000,2023-08-27 13:15:24.834,1,6.0,False,,False,True
0 days 01:17:18.197000,SAI,55,0 days 00:01:28.581000,10.0,2.0,,0 days 01:17:16.600000,0 days 00:00:28.895000,0 days 00:00:30.547000,0 days 00:00:29.139000,0 days 01:16:18.512000,0 days 01:16:49.059000,0 days 01:17:18.198000,282.0,263.0,,270.0,False,INTERMEDIATE,8.0,True,Ferrari,0 days 01:15:49.616000,2023-08-27 13:16:49.990,1,7.0,False,,False,False
0 days 01:18:57.024000,SAI,55,0 days 00:01:38.827000,11.0,3.0,0 days 01:17:36.115000,,0 days 00:00:46.403000,0 days 00:00:28.484000,0 days 00:00:23.940000,0 days 01:18:04.601000,0 days 01:18:33.085000,0 days 01:18:57.025000,285.0,265.0,299.0,,False,SOFT,1.0,True,Ferrari,0 days 01:17:18.197000,2023-08-27 13:18:18.571,1,7.0,False,,False,False
0 days 01:20:15.021000,SAI,55,0 days 00:01:17.997000,12.0,3.0,,,0 days 00:00:26.877000,0 days 00:00:27.416000,0 days 00:00:23.704000,0 days 01:19:23.902000,0 days 01:19:51.318000,0 days 01:20:15.022000,288.0,278.0,306.0,295.0,True,SOFT,2.0,True,Ferrari,0 days 01:18:57.024000,2023-08-27 13:19:57.398,1,5.0,False,,False,True
0 days 01:21:31.493000,SAI,55,0 days 00:01:16.472000,13.0,3.0,,,0 days 00:00:26.463000,0 days 00:00:26.996000,0 days 00:00:23.013000,0 days 01:20:41.485000,0 days 01:21:08.481000,0 days 01:21:31.494000,,278.0,316.0,307.0,True,SOFT,3.0,True,Ferrari,0 days 01:20:15.021000,2023-08-27 13:21:15.395,1,5.0,False,,False,True
