Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2023-10-08 17:03:33.776,0 days 01:02:33.771000,,0.44166666666666665,0 days 00:00:00,8618,0,1,18,False,1,interpolation,0.01619575128431539,2.8277187497319415e-05,OnTrack,-2190.027899022813,983.058873828696,135.01790376065424
2023-10-08 17:03:33.950,0 days 01:02:33.945000,,0.44166666666666665,0 days 00:00:00.174000,8614,0,1,18,False,1,car,0.0,0.0,OnTrack,-2190.0491555371723,983.1036832833514,135.03141400676185
2023-10-08 17:03:34.020,0 days 01:02:34.015000,,0.44166666666666665,0 days 00:00:00.244000,8317,0,1,18,False,1,pos,-0.01346436929335355,-2.3508294759380945e-05,OnTrack,-2190.0,983.0,135.0
2023-10-08 17:03:34.190,0 days 01:02:34.185000,22,0.44166666666666665,0 days 00:00:00.414000,8021,0,1,18,False,1,car,0.0,0.0,OnTrack,-2189.7682664109143,982.5112066562294,134.8519051778646
2023-10-08 17:03:34.300,0 days 01:02:34.295000,22,0.22083333333333333,0 days 00:00:00.524000,7041,3,1,18,False,1,pos,0.12349847465289304,0.00021562380540968062,OnTrack,-2190.0,983.0,135.0
2023-10-08 17:03:34.470,0 days 01:02:34.465000,81,0.0,0 days 00:00:00.694000,6061,7,1,18,False,1,car,0.5444444444444444,0.000950580023560805,OnTrack,-2191.4913083954534,986.1145608861523,135.86621819803923
2023-10-08 17:03:34.560,0 days 01:02:34.555000,81,0.022222222222222254,0 days 00:00:00.784000,5361,12,1,17,False,1,pos,0.9087274086407459,0.0015866047129886993,OnTrack,-2193.0,989.0,136.0
2023-10-08 17:03:34.670,0 days 01:02:34.665000,24,0.04444444444444451,0 days 00:00:00.894000,4661,17,1,16,False,1,car,1.4888888888888892,0.002599545370554039,OnTrack,-2195.6159120402745,993.7304949226964,135.47080405073774
2023-10-08 17:03:34.760,0 days 01:02:34.755000,24,0.043055555555555514,0 days 00:00:00.984000,4391,22,1,20,False,1,pos,2.074934592028049,0.0036227596653866066,OnTrack,-2198.0,998.0,135.0
2023-10-08 17:03:34.950,0 days 01:02:34.945000,22,0.04166666666666652,0 days 00:00:01.174000,4121,27,1,24,False,1,car,3.5888888888888886,0.006266068318574286,OnTrack,-2203.6101271656585,1008.2745588723434,134.99429785524842
2023-10-08 17:03:34.959,0 days 01:02:34.954000,22,0.04861111111111094,0 days 00:00:01.183000,4409,30,1,25,False,1,pos,3.667209065689079,0.006402812473589,OnTrack,-2204.0,1009.0,135.0
2023-10-08 17:03:35.110,0 days 01:02:35.105000,63,0.05555555555555536,0 days 00:00:01.334000,4697,34,1,27,False,1,car,5.100000000000001,0.008904412873763463,OnTrack,-2212.7083807500976,1025.295523381612,135.01499328818076
2023-10-08 17:03:35.199,0 days 01:02:35.194000,63,0.08888888888888857,0 days 00:00:01.423000,5028,39,1,29,False,1,pos,6.116880872131118,0.01067984956570231,OnTrack,-2218.0,1035.0,135.0
2023-10-08 17:03:35.430,0 days 01:02:35.425000,4,0.12222222222222179,0 days 00:00:01.654000,5359,45,1,32,False,1,car,9.1,0.01588826610808774,OnTrack,-2228.132944496621,1052.1796082348833,134.99414817490307
2023-10-08 17:03:35.590,0 days 01:02:35.585000,4,0.3000000000000007,0 days 00:00:01.814000,5978,45,1,38,False,1,car,11.100000000000001,0.019380192725249885,OnTrack,-2237.2575479293355,1068.599022151531,134.99979158225617
2023-10-08 17:03:35.600,0 days 01:02:35.595000,4,0.27222222222222303,0 days 00:00:01.824000,6585,51,1,41,False,1,pos,11.238192221290317,0.019621471273154098,OnTrack,-2238.0,1070.0,135.0
2023-10-08 17:03:35.790,0 days 01:02:35.785000,4,0.24444444444444535,0 days 00:00:02.014000,7193,57,1,44,False,1,car,14.266666666666664,0.0249090765357566,OnTrack,-2253.4419891473854,1099.1002319878767,135.00024575992438
2023-10-08 17:03:35.800,0 days 01:02:35.795000,4,0.2411683006535958,0 days 00:00:02.024000,7699,62,1,48,False,1,pos,14.445138126112349,0.025220681155577688,OnTrack,-2254.0,1100.0,135.0
2023-10-08 17:03:35.840,0 days 01:02:35.835000,4,0.23789215686274623,0 days 00:00:02.064000,8206,67,1,52,False,1,pos,15.177251071871114,0.026498923496609695,OnTrack,-2256.0,1103.0,135.0
2023-10-08 17:03:36.080,0 days 01:02:36.075000,4,0.23461601307189667,0 days 00:00:02.304000,8712,72,1,56,False,1,pos,20.172430349854533,0.03522032323575322,OnTrack,-2279.0,1144.0,135.0
2023-10-08 17:03:36.270,0 days 01:02:36.265000,,0.2313398692810471,0 days 00:00:02.494000,9219,78,1,61,False,1,car,24.66666666666667,0.04306709494499975,OnTrack,-2293.998940665041,1171.0615958977785,134.32235766906538
2023-10-08 17:03:36.380,0 days 01:02:36.375000,,0.22478758169934798,0 days 00:00:02.604000,10046,85,1,65,False,1,pos,27.44215097149555,0.04791298870477362,OnTrack,-2308.0,1196.0,134.0
2023-10-08 17:03:36.550,0 days 01:02:36.545000,,0.2182352941176489,0 days 00:00:02.774000,10873,93,1,69,False,1,car,31.9,0.055696229543736146,OnTrack,-2343.543177431371,1259.0615759577302,133.96803878642737
2023-10-08 17:03:36.620,0 days 01:02:36.615000,,0.2116830065359498,0 days 00:00:02.844000,11217,95,1,71,False,1,pos,33.7552916163504,0.058935500632602014,OnTrack,-2356.0,1281.0,134.0
2023-10-08 17:03:36.710,0 days 01:02:36.705000,,0.20513071895425067,0 days 00:00:02.934000,11561,97,1,73,False,1,car,36.211111111111116,0.06322327136295233,OnTrack,-2366.5428867171995,1299.3008436591667,134.01899916621562
2023-10-08 17:03:36.900,0 days 01:02:36.895000,,0.19857843137255154,0 days 00:00:03.124000,11124,103,1,77,False,1,pos,41.91494653494381,0.07318195873114916,OnTrack,-2380.0,1322.0,134.0
2023-10-08 17:03:36.950,0 days 01:02:36.945000,,0.19202614379085242,0 days 00:00:03.174000,10687,110,1,81,False,1,car,43.544444444444444,0.07602700229254684,OnTrack,-2385.588926380049,1331.6744427738242,133.98961828926633
2023-10-08 17:03:37.180,0 days 01:02:37.175000,,0.1854738562091533,0 days 00:00:03.404000,11214,120,1,90,False,1,pos,51.73898076203458,0.09033436203389428,OnTrack,-2421.0,1394.0,134.0
2023-10-08 17:03:37.310,0 days 01:02:37.305000,,0.17892156862745418,0 days 00:00:03.534000,11742,131,2,100,False,1,car,56.64444444444444,0.09889912163495886,OnTrack,-2443.2940684117493,1433.9547164456333,134.16340766271003
2023-10-08 17:03:37.419,0 days 01:02:37.414000,,0.17236928104575505,0 days 00:00:03.643000,11430,135,2,100,False,1,pos,60.82096592164524,0.10619117489165229,OnTrack,-2463.0,1469.0,134.0
2023-10-08 17:03:37.510,0 days 01:02:37.505000,,0.16581699346405596,0 days 00:00:03.734000,11118,140,2,100,False,1,car,64.42222222222222,0.11247883625725608,OnTrack,-2480.265777203993,1499.138217179657,133.42092419856928
2023-10-08 17:03:37.580,0 days 01:02:37.575000,,0.15926470588235686,0 days 00:00:03.804000,11139,145,2,100,False,1,pos,67.3002589655935,0.1175037828119305,OnTrack,-2494.0,1523.0,133.0
2023-10-08 17:03:37.711,0 days 01:02:37.706000,,0.15271241830065774,0 days 00:00:03.935000,11161,151,3,100,False,1,car,72.85305555555556,0.12719876191801832,OnTrack,-2520.6648695159665,1569.4912954989236,132.82894348292993
2023-10-08 17:03:37.840,0 days 01:02:37.835000,,0.14616013071895861,0 days 00:00:04.064000,11475,153,3,100,False,1,pos,78.3753414118109,0.13684047040253636,OnTrack,-2547.0,1616.0,133.0
2023-10-08 17:03:37.911,0 days 01:02:37.906000,,0.1396078431372595,0 days 00:00:04.135000,11790,156,3,100,False,1,car,81.51972222222221,0.14233044392572092,OnTrack,-2561.04850291577,1641.2340241491097,133.05190140924103
2023-10-08 17:03:38.020,0 days 01:02:38.015000,,0.13523965141612673,0 days 00:00:04.244000,11584,162,3,100,False,1,pos,86.5698073907771,0.1511477073352272,OnTrack,-2586.0,1686.0,133.0
2023-10-08 17:03:38.300,0 days 01:02:38.295000,,0.130871459694994,0 days 00:00:04.524000,11378,169,3,100,False,1,pos,100.46797111731001,0.17541339125840602,OnTrack,-2680.0,1851.0,132.0
2023-10-08 17:03:38.350,0 days 01:02:38.345000,,0.12650326797386124,0 days 00:00:04.574000,11173,176,4,100,False,1,car,102.98194444444444,0.1798026964463342,OnTrack,-2691.144964143081,1870.6222303248132,131.91069028921666
2023-10-08 17:03:38.550,0 days 01:02:38.545000,,0.11339869281046303,0 days 00:00:04.774000,11570,183,4,100,False,1,car,113.14861111111111,0.19755332341690843,OnTrack,-2716.253515917843,1915.3317328051023,131.95995529917127
2023-10-08 17:03:38.600,0 days 01:02:38.595000,,0.10684640522876392,0 days 00:00:04.824000,11572,190,4,100,False,1,pos,115.78171362234542,0.20215062378925622,OnTrack,-2724.0,1929.0,132.0
2023-10-08 17:03:38.910,0 days 01:02:38.905000,,0.1002941176470648,0 days 00:00:05.134000,11575,197,4,100,False,1,car,132.84861111111113,0.23194880059595555,OnTrack,-2804.4422006496848,2069.758670577199,132.0248925288878
2023-10-08 17:03:38.920,0 days 01:02:38.915000,,0.09592592592593206,0 days 00:00:05.144000,11381,199,4,100,False,1,pos,133.40632572078795,0.2329225498411109,OnTrack,-2808.0,2076.0,132.0
2023-10-08 17:03:39.180,0 days 01:02:39.175000,,0.0915577342047993,0 days 00:00:05.404000,11188,201,4,100,False,1,pos,148.06025591274943,0.25850777428278393,OnTrack,-2907.0,2250.0,131.0
2023-10-08 17:03:39.190,0 days 01:02:39.185000,,0.08718954248366656,0 days 00:00:05.414000,10995,203,5,100,False,1,car,148.6375,0.25951562127921884,OnTrack,-2909.8166770770263,2254.9414026545887,130.98218535772835
2023-10-08 17:03:39.510,0 days 01:02:39.505000,,0.07408496732026831,0 days 00:00:05.734000,11440,213,5,100,False,1,car,167.57083333333333,0.2925725265883538,OnTrack,-2968.8298789763817,2358.1564730520063,131.17561504570992
2023-10-08 17:03:39.560,0 days 01:02:39.555000,,0.06971677559913557,0 days 00:00:05.784000,11490,213,5,100,False,1,pos,170.5273068355569,0.29773442084602836,OnTrack,-2988.0,2392.0,131.0
2023-10-08 17:03:39.720,0 days 01:02:39.715000,,0.06534858387800284,0 days 00:00:05.944000,11540,213,5,100,False,1,pos,179.95762471397558,0.31419940985000344,OnTrack,-3070.0,2537.0,130.0
2023-10-08 17:03:39.790,0 days 01:02:39.785000,,0.060980392156870095,0 days 00:00:06.014000,11590,213,5,100,False,1,car,184.13750000000002,0.3214973187338469,OnTrack,-3097.272458280535,2585.084005230896,129.74905799924474
2023-10-08 17:03:40.030,0 days 01:02:40.025000,,0.047875816993471876,0 days 00:00:06.254000,11590,220,5,100,False,1,car,198.80416666666665,0.3471047805930359,OnTrack,-3133.391493430712,2647.648748974431,130.13015359695592
2023-10-08 17:03:40.221,0 days 01:02:40.216000,,0.04132352941177275,0 days 00:00:06.445000,11100,222,5,100,False,1,pos,210.73866022308636,0.36794196844904187,OnTrack,-3184.0,2737.0,130.0
2023-10-08 17:03:40.230,0 days 01:02:40.225000,,0.03477124183007363,0 days 00:00:06.454000,10610,225,5,100,False,1,car,211.30416666666665,0.36892932195029926,OnTrack,-3187.7850673003163,2743.725680094078,129.9648652335557
2023-10-08 17:03:40.400,0 days 01:02:40.395000,,0.028218954248374506,0 days 00:00:06.624000,10673,226,5,100,False,1,pos,222.01995604417647,0.38763869702591425,OnTrack,-3270.0,2890.0,129.0
2023-10-08 17:03:40.430,0 days 01:02:40.425000,20,0.021666666666675383,0 days 00:00:06.654000,10737,227,6,100,False,1,car,223.91527777777776,0.3909478592307383,OnTrack,-3281.323807805455,2910.0800614593113,128.84767885427306
2023-10-08 17:03:40.630,0 days 01:02:40.625000,20,0.46611111111113246,0 days 00:00:06.854000,10737,229,6,100,False,1,car,236.6375,0.41316039243435304,OnTrack,-3322.5170406674474,2982.2819092839995,128.16908416170898
2023-10-08 17:03:40.741,0 days 01:02:40.736000,20,0.5772222222222467,0 days 00:00:06.965000,10952,232,6,100,False,1,pos,243.9010253380207,0.425842241165486,OnTrack,-3345.0,3022.0,128.0
2023-10-08 17:03:41.001,0 days 01:02:40.996000,20,0.688333333333361,0 days 00:00:07.225000,11168,236,6,100,False,1,pos,261.3567087064431,0.45631922385296053,OnTrack,-3428.0,3169.0,128.0
2023-10-08 17:03:41.030,0 days 01:02:41.025000,20,0.7994444444444753,0 days 00:00:07.254000,11384,240,6,100,False,1,car,263.3041666666666,0.4597194139965149,OnTrack,-3438.187574396494,3186.431033642297,127.9994375596614
2023-10-08 17:03:41.081,0 days 01:02:41.076000,20,0.9661111111111325,0 days 00:00:07.305000,11344,241,6,100,False,1,pos,266.72590553715986,0.46569364451594175,OnTrack,-3455.0,3215.0,128.0
2023-10-08 17:03:41.230,0 days 01:02:41.225000,20,1.1327777777777897,0 days 00:00:07.454000,11305,242,6,100,False,1,car,276.7486111111111,0.4831929207007715,OnTrack,-3482.2426208651777,3261.900500554774,128.10409434443454
2023-10-08 17:03:41.399,0 days 01:02:41.394000,20,1.2716666666666754,0 days 00:00:07.623000,11379,244,6,100,False,1,pos,288.2959397606705,0.5033541328350292,OnTrack,-3504.0,3301.0,128.0
2023-10-08 17:03:41.430,0 days 01:02:41.425000,20,1.4105555555555611,0 days 00:00:07.654000,11453,246,6,100,False,1,car,290.41527777777776,0.5070544192513795,OnTrack,-3510.9150172866216,3313.3410353769914,127.90229848139109
2023-10-08 17:03:41.590,0 days 01:02:41.585000,20,1.6327777777777897,0 days 00:00:07.814000,11636,246,6,100,False,1,car,301.3486111111111,0.5261436180918659,OnTrack,-3562.2201950776634,3404.2612037164927,127.14727509232597
2023-10-08 17:03:41.640,0 days 01:02:41.635000,20,1.7624074074074088,0 days 00:00:07.864000,11259,248,6,100,False,1,pos,304.80168859301193,0.5321725646769523,OnTrack,-3585.0,3444.0,127.0
2023-10-08 17:03:41.840,0 days 01:02:41.835000,20,1.8920370370370279,0 days 00:00:08.064000,10883,250,6,100,False,1,pos,318.8235748130611,0.5566542635342565,OnTrack,-3697.0,3637.0,127.0
2023-10-08 17:03:41.870,0 days 01:02:41.865000,20,2.021666666666647,0 days 00:00:08.094000,10507,252,7,100,False,1,car,320.94861111111106,0.5603644989400548,OnTrack,-3711.1069265077417,3661.1494352076784,127.0151712488588
2023-10-08 17:03:42.310,0 days 01:02:42.305000,22,0.19722222222225128,0 days 00:00:08.534000,10770,259,7,100,False,1,car,352.6041666666667,0.6156339374528046,OnTrack,-3826.393809850928,3854.640039753922,127.00286044088068
2023-10-08 17:03:42.319,0 days 01:02:42.314000,22,0.9144444444444702,0 days 00:00:08.543000,10803,260,7,100,False,1,pos,353.2569377467558,0.616773651807543,OnTrack,-3829.0,3859.0,127.0
2023-10-08 17:03:42.380,0 days 01:02:42.375000,22,1.631666666666689,0 days 00:00:08.604000,10836,261,7,100,False,1,pos,357.6847549523917,0.6245044581856873,OnTrack,-3851.0,3896.0,127.0
2023-10-08 17:03:42.620,0 days 01:02:42.615000,22,2.348888888888908,0 days 00:00:08.844000,10869,262,7,100,False,1,pos,375.18936824722596,0.6550668707293681,OnTrack,-4103.0,4327.0,128.0
2023-10-08 17:03:42.710,0 days 01:02:42.705000,20,3.0661111111111268,0 days 00:00:08.934000,10903,263,7,100,False,1,car,381.8263888888888,0.6666548652480068,OnTrack,-4159.413849186806,4424.69566905874,128.1374196898242
2023-10-08 17:03:43.000,0 days 01:02:42.995000,20,3.5550000000000352,0 days 00:00:09.224000,10819,264,7,95,False,1,pos,403.46949458402054,0.7044429336754489,OnTrack,-4185.0,4479.0,128.0
2023-10-08 17:03:43.150,0 days 01:02:43.145000,20,4.043888888888944,0 days 00:00:09.374000,10735,266,7,91,True,1,car,414.3375,0.7234180723692093,OnTrack,-4220.199054028844,4550.803513016906,128.71740637009117
2023-10-08 17:03:43.340,0 days 01:02:43.335000,20,5.288333333333384,0 days 00:00:09.564000,10421,256,7,45,True,1,pos,427.47659649594596,0.746358452759037,OnTrack,-4294.0,4706.0,129.0
2023-10-08 17:03:43.430,0 days 01:02:43.425000,20,6.532777777777824,0 days 00:00:09.654000,10108,246,7,0,True,1,car,433.47083333333325,0.7568241703400603,OnTrack,-4336.933492515525,4802.516812243819,128.15544862536467
2023-10-08 17:03:43.540,0 days 01:02:43.535000,20,8.23277777777784,0 days 00:00:09.764000,10144,237,7,0,True,1,pos,440.6048545003434,0.7692799095403008,OnTrack,-4383.0,4908.0,127.0
2023-10-08 17:03:43.670,0 days 01:02:43.665000,20,9.932777777777858,0 days 00:00:09.894000,10180,228,7,0,True,1,car,448.67083333333323,0.7833628126304926,OnTrack,-4405.8295238746805,4959.9715268362115,126.70995289202813
2023-10-08 17:03:43.840,0 days 01:02:43.835000,20,5.1884722222223445,0 days 00:00:10.064000,10476,215,7,2,True,1,pos,458.45329818212565,0.8004426373239684,OnTrack,-4415.0,4994.0,127.0
2023-10-08 17:03:43.950,0 days 01:02:43.945000,23,0.44416666666683113,0 days 00:00:10.174000,10772,203,6,4,True,1,car,464.45972222222207,0.8109296333137558,OnTrack,-4431.9873891534935,5059.9575665681305,126.76087160786443
2023-10-08 17:03:44.140,0 days 01:02:44.135000,23,1.277500000000174,0 days 00:00:10.364000,10765,196,6,5,True,1,pos,474.44455533739216,0.8283627855751481,OnTrack,-4466.0,5202.0,126.0
2023-10-08 17:03:44.150,0 days 01:02:44.145000,23,2.1108333333335167,0 days 00:00:10.374000,10759,189,5,6,True,1,car,474.9597222222221,0.8292622480538572,OnTrack,-4467.13054731088,5207.708284793068,125.97105208033096
2023-10-08 17:03:44.391,0 days 01:02:44.386000,22,0.8711111111111336,0 days 00:00:10.615000,10224,177,4,3,True,1,car,486.80888888888876,0.849950458291119,OnTrack,-4473.877081506629,5290.41004853368,125.68212554561062
2023-10-08 17:03:44.520,0 days 01:02:44.515000,22,0.8897222222223036,0 days 00:00:10.744000,9173,155,4,11,True,1,pos,492.12092125934566,0.8592250719039316,OnTrack,-4471.0,5327.0,126.0
2023-10-08 17:03:44.711,0 days 01:02:44.706000,27,0.9083333333334735,0 days 00:00:10.935000,8122,133,4,20,False,1,car,498.631111111111,0.8705916245170108,OnTrack,-4465.414124211448,5396.70934307259,126.96945635479719
2023-10-08 17:03:44.720,0 days 01:02:44.715000,27,1.8919444444445617,0 days 00:00:10.944000,7333,113,4,11,False,1,pos,498.90455531297846,0.8710690480604155,OnTrack,-4465.0,5400.0,127.0
2023-10-08 17:03:44.950,0 days 01:02:44.945000,77,2.87555555555565,0 days 00:00:11.174000,6544,93,4,3,True,1,car,504.80527777777763,0.881371492978075,OnTrack,-4449.484259044351,5476.610879686548,127.04458319493104
