Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:09:43.349000,RAI,7,0 days 00:02:16.641000,1.0,,,,,0 days 00:00:47.080000,0 days 00:00:55.200000,,0 days 00:08:48.125000,0 days 00:09:43.329000,109.0,123.0,184.0,108.0,False,nan,,True,Ferrari,0 days 00:07:26.483000,2018-06-24 14:13:26.509,214,9.0,False,,False,False
0 days 00:12:22.696000,RAI,7,,2.0,1.0,,,0 days 00:00:50.703000,0 days 00:00:42.194000,0 days 00:01:06.516000,0 days 00:10:33.962000,0 days 00:11:16.167000,0 days 00:12:22.817000,72.0,202.0,264.0,207.0,False,ULTRASOFT,4.0,False,Ferrari,0 days 00:09:43.349000,2018-06-24 14:15:43.375,4,7.0,False,,False,False
0 days 00:14:51.019000,RAI,7,0 days 00:02:28.323000,3.0,1.0,,,0 days 00:00:42.195000,0 days 00:00:43.214000,0 days 00:01:02.914000,0 days 00:13:04.867000,0 days 00:13:48.081000,0 days 00:14:50.995000,96.0,267.0,263.0,235.0,True,ULTRASOFT,5.0,False,Ferrari,0 days 00:12:22.696000,2018-06-24 14:18:22.722,4,7.0,False,,False,False
0 days 00:17:20.285000,RAI,7,0 days 00:02:29.266000,4.0,1.0,,,0 days 00:00:38.684000,0 days 00:00:41.435000,0 days 00:01:09.147000,0 days 00:15:29.679000,0 days 00:16:11.114000,0 days 00:17:20.261000,89.0,221.0,261.0,230.0,False,ULTRASOFT,6.0,False,Ferrari,0 days 00:14:51.019000,2018-06-24 14:20:51.045,4,7.0,False,,False,False
0 days 00:19:40.578000,RAI,7,0 days 00:02:20.293000,5.0,1.0,,,0 days 00:00:34.010000,0 days 00:00:42.909000,0 days 00:01:03.374000,0 days 00:17:54.271000,0 days 00:18:37.180000,0 days 00:19:40.554000,100.0,174.0,300.0,192.0,True,ULTRASOFT,7.0,False,Ferrari,0 days 00:17:20.285000,2018-06-24 14:23:20.311,41,7.0,False,,False,False
0 days 00:21:20.424000,RAI,7,0 days 00:01:39.846000,6.0,1.0,,,0 days 00:00:25.950000,0 days 00:00:29.664000,0 days 00:00:44.232000,0 days 00:20:06.504000,0 days 00:20:36.168000,0 days 00:21:20.400000,107.0,285.0,298.0,326.0,True,ULTRASOFT,8.0,False,Ferrari,0 days 00:19:40.578000,2018-06-24 14:25:40.604,12,6.0,False,,False,True
0 days 00:22:59.742000,RAI,7,0 days 00:01:39.318000,7.0,1.0,,,0 days 00:00:25.788000,0 days 00:00:29.894000,0 days 00:00:43.636000,0 days 00:21:46.188000,0 days 00:22:16.082000,0 days 00:22:59.718000,101.0,277.0,297.0,312.0,True,ULTRASOFT,9.0,False,Ferrari,0 days 00:21:20.424000,2018-06-24 14:27:20.450,1,6.0,False,,False,True
0 days 00:24:37.821000,RAI,7,0 days 00:01:38.079000,8.0,1.0,,,0 days 00:00:25.212000,0 days 00:00:29.562000,0 days 00:00:43.305000,0 days 00:23:24.930000,0 days 00:23:54.492000,0 days 00:24:37.797000,108.0,275.0,292.0,339.0,True,ULTRASOFT,10.0,False,Ferrari,0 days 00:22:59.742000,2018-06-24 14:28:59.768,1,5.0,False,,False,True
0 days 00:26:16.123000,RAI,7,0 days 00:01:38.302000,9.0,1.0,,,0 days 00:00:24.937000,0 days 00:00:29.768000,0 days 00:00:43.597000,0 days 00:25:02.734000,0 days 00:25:32.502000,0 days 00:26:16.099000,107.0,277.0,303.0,306.0,False,ULTRASOFT,11.0,False,Ferrari,0 days 00:24:37.821000,2018-06-24 14:30:37.847,1,5.0,False,,False,True
0 days 00:27:54.205000,RAI,7,0 days 00:01:38.082000,10.0,1.0,,,0 days 00:00:25.307000,0 days 00:00:29.359000,0 days 00:00:43.416000,0 days 00:26:41.406000,0 days 00:27:10.765000,0 days 00:27:54.181000,105.0,276.0,289.0,328.0,False,ULTRASOFT,12.0,False,Ferrari,0 days 00:26:16.123000,2018-06-24 14:32:16.149,1,4.0,False,,False,True
