Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:35:17.581000,RAI,7,0 days 00:01:39.389000,1.0,1.0,,,,0 days 00:00:39.399000,0 days 00:00:33.028000,,0 days 00:34:44.906000,0 days 00:35:17.712000,218.0,183.0,204.0,309.0,False,ULTRASOFT,4.0,False,Ferrari,0 days 00:33:38.006000,2018-10-21 18:13:38.071,12,1.0,False,,False,False
0 days 00:36:57.949000,RAI,7,0 days 00:01:40.368000,2.0,1.0,,,0 days 00:00:26.779000,0 days 00:00:40.066000,0 days 00:00:33.523000,0 days 00:35:44.360000,0 days 00:36:24.426000,0 days 00:36:57.949000,,180.0,201.0,304.0,True,ULTRASOFT,5.0,False,Ferrari,0 days 00:35:17.581000,2018-10-21 18:15:17.646,1,1.0,False,,False,True
0 days 00:38:38.341000,RAI,7,0 days 00:01:40.392000,3.0,1.0,,,0 days 00:00:27.058000,0 days 00:00:40.001000,0 days 00:00:33.333000,0 days 00:37:25.007000,0 days 00:38:05.008000,0 days 00:38:38.341000,,184.0,204.0,304.0,False,ULTRASOFT,6.0,False,Ferrari,0 days 00:36:57.949000,2018-10-21 18:16:58.014,12,1.0,False,,False,True
0 days 00:40:19.308000,RAI,7,0 days 00:01:40.967000,4.0,1.0,,,0 days 00:00:26.881000,0 days 00:00:40.182000,0 days 00:00:33.904000,0 days 00:39:05.222000,0 days 00:39:45.404000,0 days 00:40:19.308000,217.0,183.0,201.0,304.0,False,ULTRASOFT,7.0,False,Ferrari,0 days 00:38:38.341000,2018-10-21 18:18:38.406,1,1.0,False,,False,True
0 days 00:41:59.434000,RAI,7,0 days 00:01:40.126000,5.0,1.0,,,0 days 00:00:27.061000,0 days 00:00:39.881000,0 days 00:00:33.184000,0 days 00:40:46.369000,0 days 00:41:26.250000,0 days 00:41:59.434000,218.0,185.0,204.0,305.0,True,ULTRASOFT,8.0,False,Ferrari,0 days 00:40:19.308000,2018-10-21 18:20:19.373,1,1.0,False,,False,True
0 days 00:43:39.685000,RAI,7,0 days 00:01:40.251000,6.0,1.0,,,0 days 00:00:26.815000,0 days 00:00:40.022000,0 days 00:00:33.414000,0 days 00:42:26.249000,0 days 00:43:06.271000,0 days 00:43:39.685000,220.0,186.0,203.0,307.0,False,ULTRASOFT,9.0,False,Ferrari,0 days 00:41:59.434000,2018-10-21 18:21:59.499,1,1.0,False,,False,True
0 days 00:45:20.219000,RAI,7,0 days 00:01:40.534000,7.0,1.0,,,0 days 00:00:26.822000,0 days 00:00:40.203000,0 days 00:00:33.509000,0 days 00:44:06.507000,0 days 00:44:46.710000,0 days 00:45:20.219000,219.0,185.0,202.0,305.0,False,ULTRASOFT,10.0,False,Ferrari,0 days 00:43:39.685000,2018-10-21 18:23:39.750,1,1.0,False,,False,True
0 days 00:47:01.455000,RAI,7,0 days 00:01:41.236000,8.0,1.0,,,0 days 00:00:27.262000,0 days 00:00:40.243000,0 days 00:00:33.731000,0 days 00:45:47.481000,0 days 00:46:27.724000,0 days 00:47:01.455000,218.0,185.0,204.0,305.0,False,ULTRASOFT,11.0,False,Ferrari,0 days 00:45:20.219000,2018-10-21 18:25:20.284,1,1.0,False,,False,True
0 days 00:48:42.474000,RAI,7,0 days 00:01:41.019000,9.0,1.0,,,0 days 00:00:27.181000,0 days 00:00:40.207000,0 days 00:00:33.631000,0 days 00:47:28.636000,0 days 00:48:08.843000,0 days 00:48:42.474000,213.0,187.0,204.0,299.0,False,ULTRASOFT,12.0,False,Ferrari,0 days 00:47:01.455000,2018-10-21 18:27:01.520,12,1.0,False,,False,True
0 days 00:50:23.297000,RAI,7,0 days 00:01:40.823000,10.0,1.0,,,0 days 00:00:26.861000,0 days 00:00:40.420000,0 days 00:00:33.542000,0 days 00:49:09.335000,0 days 00:49:49.755000,0 days 00:50:23.297000,221.0,186.0,204.0,304.0,False,ULTRASOFT,13.0,False,Ferrari,0 days 00:48:42.474000,2018-10-21 18:28:42.539,2,1.0,False,,False,True
