Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:35:52.640000,GAS,10,0 days 00:02:25.016000,1.0,1.0,,,,0 days 00:01:02.315000,0 days 00:00:40.013000,,0 days 00:35:12.804000,0 days 00:35:52.893000,216.0,200.0,123.0,245.0,False,MEDIUM,1.0,True,Toro Rosso,0 days 00:33:27.500000,2019-09-29 11:13:27.792,124,14.0,False,,False,False
0 days 00:38:30.265000,GAS,10,,2.0,1.0,,,0 days 00:01:02.449000,0 days 00:00:51.515000,0 days 00:00:43.619000,0 days 00:36:55.308000,0 days 00:37:46.836000,0 days 00:38:30.829000,176.0,159.0,131.0,165.0,False,MEDIUM,2.0,True,Toro Rosso,0 days 00:35:52.640000,2019-09-29 11:15:52.932,4,12.0,False,,False,False
0 days 00:41:03.450000,GAS,10,,3.0,1.0,,,0 days 00:00:55.857000,0 days 00:00:55.763000,0 days 00:00:41.711000,0 days 00:39:26.359000,0 days 00:40:21.979000,0 days 00:41:07.383000,165.0,142.0,161.0,224.0,False,MEDIUM,3.0,True,Toro Rosso,0 days 00:38:30.265000,2019-09-29 11:18:30.557,41,12.0,False,,False,False
0 days 00:42:47.817000,GAS,10,0 days 00:01:44.367000,4.0,1.0,,,0 days 00:00:36.933000,0 days 00:00:36.384000,0 days 00:00:31.050000,0 days 00:41:40.560000,0 days 00:42:16.944000,0 days 00:42:47.994000,233.0,294.0,161.0,284.0,True,MEDIUM,4.0,True,Toro Rosso,0 days 00:41:03.450000,2019-09-29 11:21:03.742,1,12.0,False,,False,True
0 days 00:44:31.321000,GAS,10,0 days 00:01:43.504000,5.0,1.0,,,0 days 00:00:36.649000,0 days 00:00:36.087000,0 days 00:00:30.768000,0 days 00:43:24.643000,0 days 00:44:00.730000,0 days 00:44:31.498000,237.0,303.0,159.0,296.0,True,MEDIUM,5.0,True,Toro Rosso,0 days 00:42:47.817000,2019-09-29 11:22:48.109,1,12.0,False,,False,True
0 days 00:46:15.428000,GAS,10,0 days 00:01:44.107000,6.0,1.0,,,0 days 00:00:36.623000,0 days 00:00:35.895000,0 days 00:00:31.589000,0 days 00:45:08.121000,0 days 00:45:44.016000,0 days 00:46:15.605000,236.0,304.0,159.0,303.0,False,MEDIUM,6.0,True,Toro Rosso,0 days 00:44:31.321000,2019-09-29 11:24:31.613,1,12.0,False,,False,True
0 days 00:47:58.462000,GAS,10,0 days 00:01:43.034000,7.0,1.0,,,0 days 00:00:36.717000,0 days 00:00:35.555000,0 days 00:00:30.762000,0 days 00:46:52.322000,0 days 00:47:27.877000,0 days 00:47:58.639000,239.0,310.0,162.0,299.0,True,MEDIUM,7.0,True,Toro Rosso,0 days 00:46:15.428000,2019-09-29 11:26:15.720,1,12.0,False,,False,True
0 days 00:49:40.792000,GAS,10,0 days 00:01:42.330000,8.0,1.0,,,0 days 00:00:36.259000,0 days 00:00:35.513000,0 days 00:00:30.558000,0 days 00:48:34.898000,0 days 00:49:10.411000,0 days 00:49:40.969000,247.0,308.0,160.0,312.0,True,MEDIUM,8.0,True,Toro Rosso,0 days 00:47:58.462000,2019-09-29 11:27:58.754,1,12.0,False,,False,True
0 days 00:51:22.884000,GAS,10,0 days 00:01:42.092000,9.0,1.0,,,0 days 00:00:36.244000,0 days 00:00:35.607000,0 days 00:00:30.241000,0 days 00:50:17.213000,0 days 00:50:52.820000,0 days 00:51:23.061000,239.0,304.0,161.0,302.0,True,MEDIUM,9.0,True,Toro Rosso,0 days 00:49:40.792000,2019-09-29 11:29:41.084,1,12.0,False,,False,True
0 days 00:53:04.937000,GAS,10,0 days 00:01:42.053000,10.0,1.0,,,0 days 00:00:36.254000,0 days 00:00:35.232000,0 days 00:00:30.567000,0 days 00:51:59.315000,0 days 00:52:34.547000,0 days 00:53:05.114000,248.0,317.0,161.0,305.0,True,MEDIUM,10.0,True,Toro Rosso,0 days 00:51:22.884000,2019-09-29 11:31:23.176,1,12.0,False,,False,True
