,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad
0,92536,1.0,36082,32362,24092,0,1.0,1,5.0,0,0,0,30845.333333333332,0,0,1,0,1,0,0,0,1,0,0
1,114827,2.0,46398,36815,31614,1,2.0,1,5.0,0,0,0,38275.666666666664,0,0,1,0,1,0,0,0,1,0,0
2,89528,3.0,35129,30948,23451,1,3.0,1,5.0,0,0,0,29842.666666666668,0,0,1,0,1,0,0,0,1,0,0
3,84265,4.0,30068,30747,23450,1,4.0,1,5.0,0,0,0,28088.333333333332,0,0,1,0,1,0,0,0,1,0,0
4,84348,5.0,30031,30798,23519,0,5.0,1,5.0,0,0,0,28116.0,0,0,1,0,1,0,0,0,1,0,0
5,84628,6.0,30111,30950,23567,0,6.0,1,5.0,0,0,0,28209.333333333332,0,0,1,0,1,0,0,0,1,0,0
6,84392,7.0,30252,30514,23626,0,7.0,1,5.0,0,0,0,28130.666666666668,0,0,1,0,1,0,0,0,1,0,0
7,84780,8.0,30054,30877,23849,0,8.0,1,5.0,0,0,0,28260.0,0,0,1,0,1,0,0,0,1,0,0
8,84627,9.0,30151,30650,23826,0,9.0,1,5.0,0,0,0,28209.0,0,0,1,0,1,0,0,0,1,0,0
9,85266,10.0,30240,31252,23774,0,10.0,1,5.0,0,0,0,28422.0,0,0,1,0,1,0,0,0,1,0,0
10,85711,11.0,30394,31240,24077,0,11.0,1,5.0,0,0,0,28570.333333333332,0,0,1,0,1,0,0,0,1,0,0
11,83827,12.0,29921,30397,23509,1,12.0,1,4.0,0,0,0,27942.333333333332,1,0,0,0,1,0,0,0,1,0,0
12,84290,13.0,30330,30271,23689,0,13.0,1,4.0,0,0,0,28096.666666666668,0,0,1,0,1,0,0,0,1,0,0
13,84666,14.0,30241,30585,23840,0,14.0,1,4.0,0,0,0,28222.0,0,0,1,0,1,0,0,0,1,0,0
14,85186,15.0,30313,30467,24406,0,15.0,1,4.0,1,0,0,28395.333333333332,0,0,1,0,1,0,0,0,1,0,0
15,84825,16.0,30473,30653,23699,0,16.0,1,4.0,0,0,0,28275.0,0,0,1,0,1,0,0,0,1,0,0
16,84972,17.0,30222,30930,23820,0,17.0,1,3.0,0,0,0,28324.0,1,0,0,0,1,0,0,0,1,0,0
17,85201,18.0,30673,30845,23683,0,18.0,1,2.0,0,0,0,28400.333333333332,1,0,0,0,1,0,0,0,1,0,0
18,87388,19.0,30336,30848,26204,0,19.0,1,2.0,0,1,0,29129.333333333332,0,0,1,0,1,0,0,0,1,0,0
19,103175,20.0,48542,31321,23312,0,1.0,1,7.0,0,0,1,34391.666666666664,0,1,0,0,1,0,0,0,1,0,0
20,83495,21.0,29926,30266,23303,1,2.0,1,7.0,0,0,0,27831.666666666668,0,0,1,0,1,0,0,0,1,0,0
21,83364,22.0,29970,30062,23332,1,3.0,1,6.0,0,0,0,27788.0,1,0,0,0,1,0,0,0,1,0,0
22,83482,23.0,29752,30266,23464,0,4.0,1,5.0,0,0,0,27827.333333333332,1,0,0,0,1,0,0,0,1,0,0
23,83831,24.0,29417,30006,24408,0,5.0,1,5.0,1,0,0,27943.666666666668,0,0,1,0,1,0,0,0,0,1,0
24,84020,25.0,30044,30401,23575,0,6.0,1,5.0,0,0,0,28006.666666666668,0,0,1,0,1,0,0,0,0,1,0
25,83485,26.0,29868,30293,23324,0,7.0,1,5.0,0,0,0,27828.333333333332,0,0,1,0,1,0,0,0,0,1,0
26,83593,27.0,29917,30271,23405,0,8.0,1,5.0,0,0,0,27864.333333333332,0,0,1,0,1,0,0,0,0,1,0
27,83239,28.0,29876,30047,23316,1,9.0,1,5.0,0,0,0,27746.333333333332,0,0,1,0,1,0,0,0,0,1,0
28,83697,29.0,30188,30071,23438,0,10.0,1,5.0,0,0,0,27899.0,0,0,1,0,1,0,0,0,0,1,0
29,83592,30.0,30067,30200,23325,0,11.0,1,5.0,0,0,0,27864.0,0,0,1,0,1,0,0,0,0,1,0
30,83611,31.0,30103,30192,23316,0,12.0,1,5.0,0,0,0,27870.333333333332,0,0,1,0,1,0,0,0,0,1,0
31,83459,32.0,29855,30071,23533,0,13.0,1,5.0,0,0,0,27819.666666666668,0,0,1,0,1,0,0,0,0,1,0
