Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2021-09-12 13:03:16.241,0 days 01:02:14.632000,,0.0,0 days 00:00:00,8989,0,1,21,False,1,interpolation,0.008745753834559142,6.095133700797106e-08,OnTrack,-1153,1850,1884
2021-09-12 13:03:16.270,0 days 01:02:14.661000,,0.0,0 days 00:00:00.029000,9012,0,1,21,False,1,pos,0.010444162777050722,7.278797199557979e-08,OnTrack,-1154,1851,1884
2021-09-12 13:03:16.413,0 days 01:02:14.804000,,0.0,0 days 00:00:00.172000,9057,0,1,21,False,1,car,0.0,0.0,OnTrack,-1154,1851,1883
2021-09-12 13:03:16.490,0 days 01:02:14.881000,,0.0,0 days 00:00:00.249000,8727,0,1,21,False,1,pos,-0.018378714119020968,-1.2808583676515865e-07,OnTrack,-1154,1851,1884
2021-09-12 13:03:16.653,0 days 01:02:15.044000,,0.0,0 days 00:00:00.412000,8397,0,1,21,False,1,car,0.0,0.0,OnTrack,-1153,1850,1884
2021-09-12 13:03:16.710,0 days 01:02:15.101000,,0.0,0 days 00:00:00.469000,7557,4,1,21,False,1,pos,0.06862632315148304,4.782739406059236e-07,OnTrack,-1153,1851,1884
2021-09-12 13:03:16.893,0 days 01:02:15.284000,4,0.0,0 days 00:00:00.652000,6717,8,1,22,False,1,car,0.5333333333333334,3.7169328513604568e-06,OnTrack,-1150,1851,1883
2021-09-12 13:03:16.930,0 days 01:02:15.321000,4,0.033333333333333326,0 days 00:00:00.689000,5877,13,1,21,False,1,pos,0.6767639499348767,4.716536546492636e-06,OnTrack,-1150,1852,1884
2021-09-12 13:03:17.133,0 days 01:02:15.524000,4,0.06666666666666665,0 days 00:00:00.892000,5037,18,1,21,False,1,car,1.7333333333333334,1.2080031766921484e-05,OnTrack,-1140,1854,1884
2021-09-12 13:03:17.150,0 days 01:02:15.541000,4,0.09458333333333335,0 days 00:00:00.909000,4617,21,1,23,False,1,pos,1.838116746588676,1.2810293475058599e-05,OnTrack,-1140,1855,1884
2021-09-12 13:03:17.334,0 days 01:02:15.725000,4,0.12250000000000005,0 days 00:00:01.093000,4197,25,1,25,False,1,car,3.1291666666666664,2.1807941963841424e-05,OnTrack,-1133,1862,1883
2021-09-12 13:03:17.370,0 days 01:02:15.761000,4,0.1225000000000002,0 days 00:00:01.129000,4241,27,1,26,False,1,pos,3.418818368906968,2.382659682792165e-05,OnTrack,-1134,1867,1884
2021-09-12 13:03:17.571,0 days 01:02:15.962000,4,0.12250000000000034,0 days 00:00:01.330000,4286,30,1,27,False,1,pos,5.297016183865349,3.691622525249459e-05,OnTrack,-1149,1905,1885
2021-09-12 13:03:17.574,0 days 01:02:15.965000,4,0.1225000000000005,0 days 00:00:01.333000,4331,33,1,29,False,1,car,5.329166666666666,3.71402899757033e-05,OnTrack,-1149,1905,1885
2021-09-12 13:03:17.791,0 days 01:02:16.182000,4,0.1558333333333337,0 days 00:00:01.550000,4656,38,1,33,False,1,pos,7.959411347064722,5.5471120337617595e-05,OnTrack,-1146,1929,1885
