Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2019-09-01 13:13:26.907,0 days 00:33:26.693000,,0.1333333333333333,0 days 00:00:00,11663,0,1,9,True,1,interpolation,0.0003347546580196772,3.055521867736457e-07,OffTrack,0,0,0
2019-09-01 13:13:26.997,0 days 00:33:26.783000,,0.1333333333333333,0 days 00:00:00.090000,11686,0,1,9,True,1,car,0.0,0.0,OffTrack,0,0,0
2019-09-01 13:13:27.047,0 days 00:33:26.833000,,0.1333333333333333,0 days 00:00:00.140000,11673,0,1,9,True,1,pos,-0.00034889403041909767,-3.184581047429661e-07,OffTrack,0,0,0
2019-09-01 13:13:27.237,0 days 00:33:27.023000,,0.1333333333333333,0 days 00:00:00.330000,11661,0,1,9,True,1,car,0.0,0.0,OffTrack,0,0,0
2019-09-01 13:13:27.346,0 days 00:33:27.132000,,0.1333333333333333,0 days 00:00:00.439000,11085,0,1,10,True,1,pos,0.005148380971008328,4.699259670773428e-06,OffTrack,0,0,0
2019-09-01 13:13:27.477,0 days 00:33:27.263000,5,0.1333333333333333,0 days 00:00:00.570000,10510,0,1,11,False,1,car,0.0,0.0,OffTrack,0,0,0
2019-09-01 13:13:27.647,0 days 00:33:27.433000,5,0.2666666666666667,0 days 00:00:00.740000,9670,0,1,11,False,1,pos,-0.028562974825089515,-2.6071271032332223e-05,OffTrack,0,0,0
2019-09-01 13:13:27.717,0 days 00:33:27.503000,77,0.40000000000000013,0 days 00:00:00.810000,8830,1,1,11,False,1,car,0.0666666666666667,6.085097039549585e-05,OffTrack,0,0,0
2019-09-01 13:13:27.947,0 days 00:33:27.733000,77,0.23333333333333345,0 days 00:00:01.040000,7990,7,1,11,False,1,pos,0.9567711037648606,0.0008733067516569211,OffTrack,0,0,0
2019-09-01 13:13:27.957,0 days 00:33:27.743000,55,0.06666666666666676,0 days 00:00:01.050000,7150,14,1,12,False,1,car,0.9999999999999999,0.0009127645559324374,OffTrack,0,0,0
2019-09-01 13:13:28.197,0 days 00:33:27.983000,23,1.2000000000000002,0 days 00:00:01.290000,5470,17,1,14,False,1,car,2.1333333333333333,0.0019472310526558664,OffTrack,0,0,0
2019-09-01 13:13:28.247,0 days 00:33:28.033000,23,1.2000000000000006,0 days 00:00:01.340000,5190,24,1,20,False,1,pos,2.4830787374994228,0.002266466261178938,OffTrack,0,0,0
2019-09-01 13:13:28.437,0 days 00:33:28.223000,23,1.200000000000001,0 days 00:00:01.530000,4910,31,1,27,False,1,car,4.199999999999999,0.003833611134916237,OffTrack,0,0,0
2019-09-01 13:13:28.547,0 days 00:33:28.333000,23,1.1611111111111119,0 days 00:00:01.640000,5650,36,1,29,False,1,pos,5.370669137921665,0.0049021564307351155,OffTrack,0,0,0
2019-09-01 13:13:28.717,0 days 00:33:28.503000,23,1.1222222222222227,0 days 00:00:01.810000,6390,41,1,31,False,1,car,7.388888888888888,0.006744315885500787,OffTrack,0,0,0
2019-09-01 13:13:28.847,0 days 00:33:28.633000,23,1.0222222222222235,0 days 00:00:01.940000,7160,44,1,36,False,1,pos,9.075877247790642,0.008284139065776937,OffTrack,0,0,0
2019-09-01 13:13:28.957,0 days 00:33:28.743000,23,0.9222222222222243,0 days 00:00:02.050000,7930,48,1,42,False,1,car,10.588888888888885,0.009665162464484584,OffTrack,0,0,0
2019-09-01 13:13:29.147,0 days 00:33:28.933000,23,0.7888888888888905,0 days 00:00:02.240000,8770,51,1,42,False,1,pos,13.385794028271292,0.012218078342018117,OffTrack,0,0,0
2019-09-01 13:13:29.197,0 days 00:33:28.983000,23,0.6555555555555568,0 days 00:00:02.290000,9610,54,1,42,False,1,car,14.188888888888888,0.012951114865841362,OffTrack,0,0,0
2019-09-01 13:13:29.437,0 days 00:33:29.223000,23,0.32222222222222285,0 days 00:00:02.530000,10723,64,1,37,False,1,car,18.455555555555552,0.016845576971153093,OffTrack,0,0,0
2019-09-01 13:13:29.447,0 days 00:33:29.233000,23,0.2555555555555564,0 days 00:00:02.540000,10481,67,1,38,False,1,pos,18.64195708187116,0.017015717677545682,OffTrack,0,0,0
2019-09-01 13:13:29.677,0 days 00:33:29.463000,23,0.18888888888889,0 days 00:00:02.770000,10240,70,1,40,False,1,car,23.122222222222224,0.021105144898837806,OffTrack,0,0,0
2019-09-01 13:13:29.747,0 days 00:33:29.533000,23,0.75,0 days 00:00:02.840000,10767,75,1,44,False,1,pos,24.610088518939115,0.02246321651844744,OffTrack,0,0,0
2019-09-01 13:13:29.917,0 days 00:33:29.703000,63,1.31111111111111,0 days 00:00:03.010000,11294,80,1,48,False,1,car,28.455555555555552,0.025973222530477468,OffTrack,0,0,0
2019-09-01 13:13:30.047,0 days 00:33:29.833000,63,1.2333333333333307,0 days 00:00:03.140000,11776,84,1,51,False,1,pos,31.553035944369647,0.028800492842082796,OffTrack,0,0,0
2019-09-01 13:13:30.197,0 days 00:33:29.983000,63,1.1555555555555515,0 days 00:00:03.290000,12259,88,1,55,False,1,car,35.300000000000004,0.032220588824415045,OffTrack,0,0,0
2019-09-01 13:13:30.347,0 days 00:33:30.133000,63,1.088888888888885,0 days 00:00:03.440000,11559,92,1,59,False,1,pos,39.24389554905519,0.03582043689389232,OffTrack,0,0,0
2019-09-01 13:13:30.437,0 days 00:33:30.223000,63,1.0222222222222186,0 days 00:00:03.530000,10859,96,2,64,False,1,car,41.699999999999996,0.03806228198238264,OffTrack,0,0,0
2019-09-01 13:13:30.647,0 days 00:33:30.433000,63,1.0555555555555536,0 days 00:00:03.740000,10818,100,2,67,False,1,pos,47.72062817182433,0.043557697982072194,OffTrack,0,0,0
2019-09-01 13:13:30.677,0 days 00:33:30.463000,63,1.0888888888888886,0 days 00:00:03.770000,10778,104,2,71,False,1,car,48.63333333333333,0.044390782903514205,OffTrack,0,0,0
2019-09-01 13:13:30.947,0 days 00:33:30.733000,63,1.0111111111111128,0 days 00:00:04.040000,11278,111,2,80,False,1,pos,57.46921362277939,0.052455861252182615,OffTrack,0,0,0
2019-09-01 13:13:30.957,0 days 00:33:30.743000,63,0.9333333333333371,0 days 00:00:04.050000,11778,118,2,89,False,1,car,57.8111111111111,0.05276793316129413,OffTrack,0,0,0
2019-09-01 13:13:31.197,0 days 00:33:30.983000,63,0.6666666666666714,0 days 00:00:04.290000,11218,128,2,100,False,1,car,66.34444444444445,0.060556857371917606,OffTrack,0,0,0
2019-09-01 13:13:31.247,0 days 00:33:31.033000,63,3.422222222222217,0 days 00:00:04.340000,11108,135,2,100,False,1,pos,68.24887012312446,0.062295149630824304,OffTrack,0,0,0
2019-09-01 13:13:31.437,0 days 00:33:31.223000,99,6.177777777777763,0 days 00:00:04.530000,10998,143,3,100,False,1,car,75.8777777777778,0.06925854613847351,OffTrack,0,0,0
2019-09-01 13:13:31.547,0 days 00:33:31.333000,99,6.429027777777762,0 days 00:00:04.640000,11283,148,3,100,False,1,pos,80.4933661376668,0.07347149159815451,OffTrack,0,0,0
2019-09-01 13:13:31.638,0 days 00:33:31.424000,99,6.680277777777761,0 days 00:00:04.731000,11568,153,3,100,False,1,car,84.42027777777778,0.07705583735752636,OffTrack,0,0,0
2019-09-01 13:13:31.847,0 days 00:33:31.633000,99,7.080277777777759,0 days 00:00:04.940000,11258,158,3,100,False,1,pos,93.83702470231358,0.08565111018242844,OffTrack,0,0,0
2019-09-01 13:13:31.878,0 days 00:33:31.664000,99,7.480277777777758,0 days 00:00:04.971000,10948,163,3,100,False,1,car,95.28694444444446,0.08697454553199219,OffTrack,0,0,0
2019-09-01 13:13:32.118,0 days 00:33:31.904000,99,7.946944444444426,0 days 00:00:05.211000,10890,175,4,100,False,1,car,106.95361111111113,0.09762346535120396,OffTrack,0,0,0
2019-09-01 13:13:32.147,0 days 00:33:31.933000,99,8.2136111111111,0 days 00:00:05.240000,11224,179,4,100,False,1,pos,108.40157336737278,0.09894511397704756,OffTrack,0,0,0
2019-09-01 13:13:32.358,0 days 00:33:32.144000,99,8.480277777777772,0 days 00:00:05.451000,11559,183,4,100,False,1,car,119.15361111111109,0.10875919293357966,OffTrack,0,0,0
2019-09-01 13:13:32.447,0 days 00:33:32.233000,99,8.81222222222221,0 days 00:00:05.540000,11591,187,4,100,False,1,pos,123.81066283778492,0.11300998468483149,OffTrack,0,0,0
2019-09-01 13:13:32.597,0 days 00:33:32.383000,99,9.14416666666665,0 days 00:00:05.690000,11623,191,4,100,False,1,car,131.8338888888889,0.12033330104851299,OffTrack,0,0,0
2019-09-01 13:13:32.747,0 days 00:33:32.533000,99,9.444166666666646,0 days 00:00:05.840000,10899,195,4,100,False,1,pos,140.0918367258164,0.12787086313879933,OffTrack,0,0,0
2019-09-01 13:13:32.837,0 days 00:33:32.623000,99,9.744166666666644,0 days 00:00:05.930000,10176,200,5,100,False,1,car,145.1672222222222,0.13250349512761211,OffTrack,0,0,0
2019-09-01 13:13:33.047,0 days 00:33:32.833000,99,9.938611111111086,0 days 00:00:06.140000,10546,205,5,100,False,1,pos,157.3619356785303,0.14363439734028252,OffTrack,0,0,0
2019-09-01 13:13:33.117,0 days 00:33:32.903000,99,10.13305555555553,0 days 00:00:06.210000,10917,210,5,100,False,1,car,161.50055555555554,0.1474119828745086,OffTrack,0,0,0
2019-09-01 13:13:33.347,0 days 00:33:33.133000,99,10.2997222222222,0 days 00:00:06.440000,11097,213,5,100,False,1,pos,175.29340160854383,0.16000160387710896,OffTrack,0,0,0
