Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:34:27.950000,BOT,77,0 days 00:01:24.937000,1.0,1.0,,,,0 days 00:00:32.560000,0 days 00:00:26.821000,,0 days 00:34:01.187000,0 days 00:34:28.144000,269.0,176.0,286.0,231.0,False,MEDIUM,5.0,False,Mercedes,0 days 00:33:02.841000,2021-05-02 14:03:02.851,1,1.0,False,,False,False
0 days 00:36:14.825000,BOT,77,0 days 00:01:46.875000,2.0,1.0,,0 days 00:36:11.853000,0 days 00:00:24.746000,0 days 00:00:39.959000,0 days 00:00:42.170000,0 days 00:34:52.696000,0 days 00:35:32.655000,0 days 00:36:14.825000,271.0,126.0,,274.0,False,MEDIUM,6.0,False,Mercedes,0 days 00:34:27.950000,2021-05-02 14:04:27.960,14,1.0,False,,False,False
0 days 00:38:37.509000,BOT,77,0 days 00:02:22.684000,3.0,2.0,0 days 00:36:33.201000,0 days 00:38:34.520000,0 days 00:00:51.537000,0 days 00:00:46.167000,0 days 00:00:44.980000,0 days 00:37:06.362000,0 days 00:37:52.529000,0 days 00:38:37.509000,172.0,137.0,,,False,MEDIUM,7.0,False,Mercedes,0 days 00:36:14.825000,2021-05-02 14:06:14.835,4,1.0,False,,False,False
0 days 00:40:52.840000,BOT,77,0 days 00:02:15.331000,4.0,3.0,0 days 00:38:56.576000,,0 days 00:00:49.543000,0 days 00:00:45.922000,0 days 00:00:39.866000,0 days 00:39:27.052000,0 days 00:40:12.974000,0 days 00:40:52.840000,239.0,171.0,236.0,,False,MEDIUM,8.0,False,Mercedes,0 days 00:38:37.509000,2021-05-02 14:08:37.519,4,1.0,False,,False,False
0 days 00:42:54.234000,BOT,77,0 days 00:02:01.394000,5.0,3.0,,,0 days 00:00:35.753000,0 days 00:00:45.752000,0 days 00:00:39.889000,0 days 00:41:28.593000,0 days 00:42:14.345000,0 days 00:42:54.234000,226.0,134.0,232.0,188.0,True,MEDIUM,9.0,False,Mercedes,0 days 00:40:52.840000,2021-05-02 14:10:52.850,4,1.0,False,,False,False
0 days 00:45:04.606000,BOT,77,0 days 00:02:10.372000,6.0,3.0,,,0 days 00:00:34.373000,0 days 00:00:46.255000,0 days 00:00:49.744000,0 days 00:43:28.607000,0 days 00:44:14.862000,0 days 00:45:04.606000,229.0,157.0,237.0,197.0,False,MEDIUM,10.0,False,Mercedes,0 days 00:42:54.234000,2021-05-02 14:12:54.244,41,1.0,False,,False,False
0 days 00:46:28.156000,BOT,77,0 days 00:01:23.550000,7.0,3.0,,,0 days 00:00:24.918000,0 days 00:00:31.861000,0 days 00:00:26.771000,0 days 00:45:29.524000,0 days 00:46:01.385000,0 days 00:46:28.156000,271.0,177.0,287.0,283.0,True,MEDIUM,11.0,False,Mercedes,0 days 00:45:04.606000,2021-05-02 14:15:04.616,1,1.0,False,,False,True
0 days 00:47:51.634000,BOT,77,0 days 00:01:23.478000,8.0,3.0,,,0 days 00:00:24.648000,0 days 00:00:32.208000,0 days 00:00:26.622000,0 days 00:46:52.804000,0 days 00:47:25.012000,0 days 00:47:51.634000,261.0,181.0,289.0,277.0,True,MEDIUM,12.0,False,Mercedes,0 days 00:46:28.156000,2021-05-02 14:16:28.166,1,1.0,False,,False,True
0 days 00:49:14.915000,BOT,77,0 days 00:01:23.281000,9.0,3.0,,,0 days 00:00:24.173000,0 days 00:00:32.215000,0 days 00:00:26.893000,0 days 00:48:15.807000,0 days 00:48:48.022000,0 days 00:49:14.915000,269.0,174.0,290.0,295.0,True,MEDIUM,13.0,False,Mercedes,0 days 00:47:51.634000,2021-05-02 14:17:51.644,1,1.0,False,,False,True
0 days 00:50:38.027000,BOT,77,0 days 00:01:23.112000,10.0,3.0,,,0 days 00:00:24.284000,0 days 00:00:32.081000,0 days 00:00:26.747000,0 days 00:49:39.199000,0 days 00:50:11.280000,0 days 00:50:38.027000,268.0,180.0,289.0,,True,MEDIUM,14.0,False,Mercedes,0 days 00:49:14.915000,2021-05-02 14:19:14.925,1,1.0,False,,False,True
