,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,IsPersonalBest,TyreLife,FreshTyre,Position,Deleted,If_PitIn,If_PitOut,AvgSectorTime,PositionGained,PositionLost,PositionUnchanged,Soft,Medium,Hard,Intermediate,Wet,HighFuelLoad,MediumFuelLoad,LowFuelLoad
0,94820,1.0,33020,31637,30163,0,1.0,1,14.0,0,0,0,31606.666666666668,0,0,1,0,1,0,0,0,1,0,0
1,87440,2.0,28465,30036,28939,1,2.0,1,13.0,0,0,0,29146.666666666668,1,0,0,0,1,0,0,0,1,0,0
2,87313,3.0,28488,29415,29410,1,3.0,1,13.0,0,0,0,29104.333333333332,0,0,1,0,1,0,0,0,1,0,0
3,87121,4.0,28257,29857,29007,1,4.0,1,13.0,0,0,0,29040.333333333332,0,0,1,0,1,0,0,0,1,0,0
4,86515,5.0,28415,29201,28899,1,5.0,1,13.0,0,0,0,28838.333333333332,0,0,1,0,1,0,0,0,1,0,0
5,94294,6.0,28417,29211,36666,0,6.0,1,14.0,0,0,0,31431.333333333332,0,1,0,0,1,0,0,0,1,0,0
6,87838,7.0,28413,29260,30165,0,7.0,1,13.0,0,0,0,29279.333333333332,1,0,0,0,1,0,0,0,1,0,0
7,87868,8.0,28701,30324,28843,0,8.0,1,14.0,0,0,0,29289.333333333332,0,1,0,0,1,0,0,0,1,0,0
8,86593,9.0,28408,29325,28860,0,9.0,1,14.0,0,0,0,28864.333333333332,0,0,1,0,1,0,0,0,1,0,0
9,86083,10.0,28347,29059,28677,1,10.0,1,14.0,0,0,0,28694.333333333332,0,0,1,0,1,0,0,0,1,0,0
10,86331,11.0,28301,29138,28892,0,11.0,1,14.0,0,0,0,28777.0,0,0,1,0,1,0,0,0,1,0,0
11,85695,12.0,28188,28974,28533,1,12.0,1,14.0,0,0,0,28565.0,0,0,1,0,1,0,0,0,1,0,0
12,86329,13.0,28366,29120,28843,0,13.0,1,14.0,0,0,0,28776.333333333332,0,0,1,0,1,0,0,0,1,0,0
13,86505,14.0,28395,29303,28807,0,14.0,1,14.0,0,0,0,28835.0,0,0,1,0,1,0,0,0,1,0,0
14,86575,15.0,28518,29315,28742,0,15.0,1,13.0,0,0,0,28858.333333333332,1,0,0,0,1,0,0,0,1,0,0
15,86055,16.0,28488,28955,28612,0,16.0,1,13.0,0,0,0,28685.0,0,0,1,0,1,0,0,0,1,0,0
16,86155,17.0,28417,29043,28695,0,17.0,1,13.0,0,0,0,28718.333333333332,0,0,1,0,1,0,0,0,1,0,0
17,87272,18.0,28968,29490,28814,0,18.0,1,14.0,0,0,0,29090.666666666668,0,1,0,0,1,0,0,0,1,0,0
18,86253,19.0,28514,29117,28622,0,19.0,1,14.0,0,0,0,28751.0,0,0,1,0,1,0,0,0,0,1,0
19,86089,20.0,28399,29078,28612,0,20.0,1,14.0,0,0,0,28696.333333333332,0,0,1,0,1,0,0,0,0,1,0
20,86109,21.0,28459,28948,28702,0,21.0,1,13.0,0,0,0,28703.0,1,0,0,0,1,0,0,0,0,1,0
21,86284,22.0,28382,29279,28623,0,22.0,1,12.0,0,0,0,28761.333333333332,1,0,0,0,1,0,0,0,0,1,0
22,86311,23.0,28432,29318,28561,0,23.0,1,11.0,0,0,0,28770.333333333332,1,0,0,0,1,0,0,0,0,1,0
23,86042,24.0,28405,29086,28551,0,24.0,1,11.0,0,0,0,28680.666666666668,0,0,1,0,1,0,0,0,0,1,0
24,85933,25.0,28435,29026,28472,0,25.0,1,11.0,0,0,0,28644.333333333332,0,0,1,0,1,0,0,0,0,1,0
25,85954,26.0,28416,28921,28617,0,26.0,1,11.0,0,0,0,28651.333333333332,0,0,1,0,1,0,0,0,0,1,0
26,85731,27.0,28448,28845,28438,0,27.0,1,9.0,0,0,0,28577.0,1,0,0,0,1,0,0,0,0,1,0
27,102204,28.0,28452,28886,44866,0,28.0,1,8.0,0,1,0,34068.0,1,0,0,0,1,0,0,0,0,1,0
28,105040,29.0,48246,28783,28011,0,1.0,1,12.0,0,0,1,35013.333333333336,0,1,0,1,0,0,0,0,0,1,0
29,107140,30.0,27778,40274,39088,0,2.0,1,11.0,0,0,0,35713.333333333336,1,0,0,1,0,0,0,0,0,1,0
30,87411,31.0,29436,29658,28317,0,3.0,1,11.0,0,0,0,29137.0,0,0,1,1,0,0,0,0,0,1,0
31,86072,32.0,28187,29481,28404,0,4.0,1,12.0,0,0,0,28690.666666666668,0,1,0,1,0,0,0,0,0,1,0
32,85004,33.0,27873,28950,28181,1,5.0,1,12.0,0,0,0,28334.666666666668,0,0,1,1,0,0,0,0,0,1,0
33,85211,34.0,27680,29341,28190,0,6.0,1,11.0,0,0,0,28403.666666666668,1,0,0,1,0,0,0,0,0,1,0
34,84879,35.0,28152,28634,28093,1,7.0,1,11.0,0,0,0,28293.0,0,0,1,1,0,0,0,0,0,1,0
35,84564,36.0,27735,28561,28268,1,8.0,1,11.0,0,0,0,28188.0,0,0,1,1,0,0,0,0,0,0,1
36,84564,37.0,27751,28726,28087,0,9.0,1,11.0,0,0,0,28188.0,0,0,1,1,0,0,0,0,0,0,1
37,84609,38.0,27861,28663,28085,0,10.0,1,11.0,0,0,0,28203.0,0,0,1,1,0,0,0,0,0,0,1
38,84579,39.0,27953,28597,28029,0,11.0,1,11.0,0,0,0,28193.0,0,0,1,1,0,0,0,0,0,0,1
39,84649,40.0,28014,28640,27995,0,12.0,1,11.0,0,0,0,28216.333333333332,0,0,1,1,0,0,0,0,0,0,1
40,84508,41.0,27936,28646,27926,1,13.0,1,11.0,0,0,0,28169.333333333332,0,0,1,1,0,0,0,0,0,0,1
41,84485,42.0,27952,28571,27962,1,14.0,1,11.0,0,0,0,28161.666666666668,0,0,1,1,0,0,0,0,0,0,1
42,84558,43.0,28105,28503,27950,0,15.0,1,11.0,0,0,0,28186.0,0,0,1,1,0,0,0,0,0,0,1
43,84470,44.0,28168,28433,27869,1,16.0,1,11.0,0,0,0,28156.666666666668,0,0,1,1,0,0,0,0,0,0,1
44,84528,45.0,28193,28416,27919,0,17.0,1,11.0,0,0,0,28176.0,0,0,1,1,0,0,0,0,0,0,1
45,84309,46.0,28073,28400,27836,1,18.0,1,11.0,0,0,0,28103.0,0,0,1,1,0,0,0,0,0,0,1
46,84317,47.0,28088,28296,27933,0,19.0,1,11.0,0,0,0,28105.666666666668,0,0,1,1,0,0,0,0,0,0,1
47,87694,48.0,30065,29563,28066,0,20.0,1,11.0,0,0,0,29231.333333333332,0,0,1,1,0,0,0,0,0,0,1
48,84423,49.0,28050,28377,27996,0,21.0,1,11.0,0,0,0,28141.0,0,0,1,1,0,0,0,0,0,0,1
49,84268,50.0,28188,28315,27765,1,22.0,1,11.0,0,0,0,28089.333333333332,0,0,1,1,0,0,0,0,0,0,1
50,83885,51.0,28100,28076,27709,1,23.0,1,11.0,0,0,0,27961.666666666668,0,0,1,1,0,0,0,0,0,0,1
51,84025,52.0,27969,28151,27905,0,24.0,1,11.0,0,0,0,28008.333333333332,0,0,1,1,0,0,0,0,0,0,1
